,Date,Weighted_Sentiment_Score,Like Count,Retweet Count,Follower Count,Daily_Avg_Sentiment_Score,Polarity,Tweet Volume
896,2012-07-12,28508.3835,22,23,189365,0.1505115015046724,positive,179
897,2012-07-13,828.8129,0,0,10070,0.0823051539225422,positive,8
898,2012-07-14,1439.069,0,0,2571,0.559731232983275,positive,7
899,2012-07-15,-152.2922,1,1,2849,-0.05341711680112242,negative,8
900,2012-07-16,5571.2278,1,0,10193,0.5465202864430057,positive,12
901,2012-07-17,5470.9272,1,0,12726,0.4298677771666536,positive,4
902,2012-07-18,1387.2901,4,4,151648,0.009147611040776493,neutral,16
903,2012-07-19,16.254,0,0,2414,0.006733222866611434,neutral,5
904,2012-07-20,-457.7796,0,0,2570,-0.1781243579766537,negative,8
905,2012-07-21,469.0403,1,0,4763,0.09845514273719563,positive,10
906,2012-07-22,242.2382,0,5,17823,0.01358751402288535,neutral,9
907,2012-07-23,-91.044,0,0,5173,-0.017599845350860236,neutral,8
908,2012-07-24,162.68959999999998,0,0,2132,0.07630844277673546,positive,6
909,2012-07-25,903.6093,0,0,5668,0.15942295342272406,positive,11
910,2012-07-26,477.0173,1,1,2475,0.19257864352038756,positive,10
911,2012-07-27,488.6171,0,2,5036,0.09698632393807066,positive,9
912,2012-07-28,229.9746,1,0,3812,0.06031329661683714,positive,6
913,2012-07-29,185.92880000000002,0,0,2021,0.09199841662543297,positive,10
914,2012-07-30,2656.3325,0,0,7343,0.3617503064142721,positive,10
915,2012-07-31,620.9625,0,1,10972,0.0565900391870956,positive,22
916,2012-08-01,208.697,0,0,477,0.43751991614255764,positive,3
917,2012-08-02,1349.0858,0,0,5221,0.2583960543957097,positive,5
918,2012-08-03,16718.706400000003,0,1,30072,0.5559374322481961,positive,6
919,2012-08-04,7620.4568,1,2,213853,0.035633588957055214,neutral,8
920,2012-08-05,123.55799999999999,0,2,3977,0.031052525760241263,neutral,6
921,2012-08-06,1188.1219,0,1,22852,0.05198975626832364,positive,7
922,2012-08-07,7440.7251,0,4,23111,0.32190028552887734,positive,10
923,2012-08-08,1426.6968,0,0,20095,0.07099760139338143,positive,7
924,2012-08-09,5026.0492,0,2,31396,0.16007545703547998,positive,15
925,2012-08-10,358.9302,1,0,3551,0.10105016891891892,positive,12
926,2012-08-11,12420.3423,2,6,120752,0.10285145992050349,positive,41
927,2012-08-12,7417.3956,14,17,140077,0.05294055728438062,positive,150
928,2012-08-13,247.57109999999994,2,0,20588,0.012023851384167068,neutral,10
929,2012-08-14,254.1752000000001,0,1,3186,0.07975374960778164,positive,11
930,2012-08-15,10232.442000000001,2,7,49131,0.20823040293040296,positive,39
931,2012-08-16,1059.7768,2,4,14766,0.07174226915786625,positive,11
932,2012-08-17,28.7548,1,0,9194,0.003127221315932572,neutral,9
933,2012-08-18,520.294,0,1,5074,0.10252098522167487,positive,25
934,2012-08-19,885.7562,0,1,20462,0.043285745003176467,neutral,21
935,2012-08-20,17.308400000000013,1,0,20492,0.0008446005953252336,neutral,13
936,2012-08-21,5814.9075,0,1,10812,0.5377700453158236,positive,12
937,2012-08-22,5242.8045999999995,2,2,43111,0.12160047779195174,positive,16
938,2012-08-23,-908.7709,5,3,29626,-0.03066649456705136,neutral,17
939,2012-08-24,2894.5149999999994,0,1,15005,0.19289051046248162,positive,10
940,2012-08-25,25101.8451,1,0,57377,0.4374820506117327,positive,13
941,2012-08-26,25.3947,0,0,646,0.039310681114551084,neutral,3
942,2012-08-27,702.0069,1,0,20586,0.034099523971438284,neutral,9
943,2012-08-28,2981.0209999999997,1,1,11081,0.2689723901470721,positive,16
944,2012-08-29,-27.892700000000026,0,1,3961,-0.007040055527511364,neutral,16
945,2012-08-30,-156.33780000000002,0,0,3024,-0.05169900793650794,negative,12
946,2012-08-31,12678.6248,4,2,36844,0.34406037449118043,positive,12
947,2012-09-01,1202.2374,0,0,3890,0.30905845758354755,positive,4
948,2012-09-02,0.0,0,0,302,0.0,neutral,1
949,2012-09-03,4042.5774999999994,0,0,6216,0.6503503056628056,positive,4
950,2012-09-04,10366.3148,0,2,17617,0.5883599977297236,positive,3
951,2012-09-05,3811.0212,0,0,11092,0.3435828705373242,positive,4
952,2012-09-06,31.1836,1,1,1839,0.016938403041825093,neutral,4
953,2012-09-07,-4577.92,0,0,11659,-0.39265117076936273,negative,10
954,2012-09-08,187836.82129999998,0,22,872990,0.21515949528757908,positive,18
955,2012-09-09,4183.1062,1,1,20853,0.2005804938863582,positive,13
956,2012-09-10,2495.01,0,1,45193,0.05520666460149578,positive,22
957,2012-09-11,20943.560699999998,8,0,43580,0.4804891415068367,positive,31
958,2012-09-12,23503.9551,8,13,269276,0.08727893403936916,positive,178
959,2012-09-13,-97179.69479999998,1,6,207692,-0.4678871578582467,negative,7
960,2012-09-14,789.1593,1,1,4344,0.18158290381960424,positive,11
961,2012-09-15,866.6361,0,0,19228,0.045071567505720826,neutral,19
962,2012-09-16,130.88670000000002,1,0,6990,0.018722171363181234,neutral,14
963,2012-09-17,-95.4448,0,0,197,-0.48449137055837566,negative,2
964,2012-09-18,674.5945,4,2,4020,0.16755948832588177,positive,11
965,2012-09-19,-2972.1723,1,0,11378,-0.26119802267334563,negative,14
966,2012-09-20,1691.4137999999998,0,0,21346,0.07923797432774289,positive,13
967,2012-09-21,38924.159400000004,1,4,58255,0.6681112152420187,positive,12
968,2012-09-22,39340.2365,0,2,70284,0.5597165367213954,positive,10
969,2012-09-23,2335.8185,0,0,18965,0.12316469812813076,positive,10
970,2012-09-24,440.8737,0,1,1200,0.3670888426311407,positive,5
971,2012-09-25,-7636.192299999999,2,1,32717,-0.2333799602689486,negative,7
972,2012-09-26,7173.4809000000005,0,0,17076,0.42009140899508085,positive,12
973,2012-09-27,150.83859999999999,1,2,10693,0.014102337322363498,neutral,8
974,2012-09-28,1762.5915000000002,0,1,230162,0.00765801410304871,neutral,18
975,2012-09-29,156.0199,0,0,1942,0.08033980432543769,positive,5
976,2012-09-30,364.6396,2,0,35529,0.010262576341786045,neutral,7
977,2012-10-01,4040.1981,0,0,11427,0.3535659490679969,positive,7
978,2012-10-02,601.0978,0,0,1393,0.43151313711414213,positive,3
979,2012-10-03,2895.2143,1,1,10335,0.2800826448679501,positive,8
980,2012-10-04,162.593,0,0,793,0.20503530895334174,positive,5
981,2012-10-05,690.4462,0,1,5722,0.12064410274331644,positive,8
982,2012-10-06,129.9276,0,0,3639,0.03570420445177247,neutral,5
983,2012-10-07,10534.1636,1,0,24251,0.4343626752432789,positive,7
984,2012-10-08,4313.597600000001,0,0,14675,0.2939419148211244,positive,18
985,2012-10-09,-1684.2756000000002,0,2,21150,-0.07962725037821483,negative,4
986,2012-10-10,2189.6468999999997,3,1,14038,0.15593554336989032,positive,15
987,2012-10-11,2854500.7164999996,49,245,8594214,0.33213078823127506,positive,130
988,2012-10-12,46872.945999999996,6,13,453423,0.10337142567296367,positive,175
989,2012-10-13,17088.5494,2,1,46354,0.3686293202752551,positive,7
990,2012-10-14,-71.19460000000002,1,0,2040,-0.03488221460068595,neutral,6
991,2012-10-15,865.2982999999999,0,3,21574,0.040102808546137084,neutral,9
992,2012-10-16,-1281.9688000000003,0,5,13487,-0.09501695819745036,negative,13
993,2012-10-17,1974.8591999999999,1,2,11548,0.17096867803653362,positive,10
994,2012-10-18,1325.8308,4,4,46256,0.028657937056890886,neutral,11
995,2012-10-19,629.5011,0,1,6176,0.10191049052938318,positive,18
996,2012-10-20,39.856100000000026,1,3,3227,0.012335530795419382,neutral,10
997,2012-10-21,939.4172000000001,0,0,6588,0.14259520340012144,positive,7
998,2012-10-22,32.799,0,0,3327,0.009858431018935979,neutral,11
999,2012-10-23,207.8714,0,0,7870,0.026413138500635324,neutral,15
1000,2012-10-24,-1383.3197,1,1,67298,-0.02055452748885587,neutral,20
1001,2012-10-25,128.482,0,0,3336,0.03851378896882494,neutral,8
1002,2012-10-26,842.5403000000001,0,0,3594,0.23442968836950476,positive,13
1003,2012-10-27,-456.1305,0,0,8398,-0.05431418194808287,negative,11
1004,2012-10-28,-197.25370000000004,3,1,2949,-0.06679773112089402,negative,9
1005,2012-10-29,2844342.5068,52,325,11261495,0.25256391715338267,positive,283
1006,2012-10-30,15134931.859,126,282,49349123,0.3066884639491305,positive,283
1007,2012-10-31,8896.905200000001,2,2,42320,0.21020946035346377,positive,40
1008,2012-11-01,0.0,0,0,6218,0.0,neutral,6
1009,2012-11-02,0.0,0,0,571,0.0,neutral,3
1010,2012-11-03,137141.3474,5,4,591474,0.2318601674097142,positive,22
1011,2012-11-04,356.14520000000005,0,0,7520,0.0473597340425532,neutral,9
1012,2012-11-05,-45.4285,0,1,9782,-0.00464361647756312,neutral,8
1013,2012-11-06,23280.222,0,4,53528,0.4348842187850258,positive,7
1014,2012-11-07,162.2392,0,0,1374,0.11807802037845706,positive,7
1015,2012-11-08,176.1474,0,0,5155,0.034170203685742,neutral,16
1016,2012-11-09,1338.6864,3,0,4006,0.33392027937141433,positive,11
1017,2012-11-10,3892.2068000000004,0,4,10079,0.3860167410492909,positive,13
1018,2012-11-11,4159.2852,4,1,1076961,0.003862039470141119,neutral,29
1019,2012-11-12,37882.4477,19,10,255305,0.1483642903021141,positive,191
1020,2012-11-13,519.8746000000001,5,1,13755,0.03777883874718408,neutral,29
1021,2012-11-14,3697.5878,3,4,28407,0.13013260364608994,positive,38
1022,2012-11-15,1347.6958,0,0,42097,0.032014058008884246,neutral,39
1023,2012-11-16,1809.8486,2,1,10227,0.17691579667644183,positive,23
1024,2012-11-17,798258.6867000001,75,136,1786556,0.44676148971858115,positive,64
1025,2012-11-18,7138.7838,5,10,74147,0.09625932148539684,positive,32
1026,2012-11-19,165818.5654,3,9,574321,0.288715023166003,positive,79
1027,2012-11-20,33162.4,0,2,70951,0.467385452341691,positive,41
1028,2012-11-21,3229.7101999999995,1,0,60367,0.05350036774450039,positive,42
1029,2012-11-22,9500.7234,4,8,31834,0.29833333542674123,positive,43
1030,2012-11-23,25219.260000000002,9,4,80571,0.31295616995929715,positive,32
1031,2012-11-24,53556.8566,5,7,2075092,0.02580923972967138,neutral,89
1032,2012-11-25,10134.5626,8,9,70319,0.14408784406278433,positive,66
1033,2012-11-26,261910.8346,9,13,722984,0.3622526432699037,positive,76
1034,2012-11-27,6328.265500000001,3,13,55457,0.11407829935283834,positive,65
1035,2012-11-28,129038.8824,16,34,9012065,0.014318379470301922,neutral,107
1036,2012-11-29,8090.782700000001,13,3,57714,0.1401486696691495,positive,82
1037,2012-11-30,9925.155299999999,5,7,74234,0.13367932683242192,positive,96
1038,2012-12-01,37266.883,0,0,51071,0.7297073290125512,positive,5
1039,2012-12-02,191.80800000000002,0,0,328,0.5847804878048781,positive,2
1040,2012-12-03,2945.5096,5,3,18094,0.16271735719809965,positive,8
1041,2012-12-04,879.3184,0,1,1963,0.4477181262729124,positive,7
1042,2012-12-05,84.8184,0,0,2059,0.041193977659057794,neutral,5
1043,2012-12-06,1423.0165,0,0,9238,0.154039456592336,positive,11
1044,2012-12-07,76.44119999999998,0,0,23558,0.003244808557602512,neutral,13
1045,2012-12-08,2236.5615000000003,0,0,5433,0.4116623412479294,positive,11
1046,2012-12-09,5112.4437,1,0,29856,0.17123099105737347,positive,13
1047,2012-12-10,2617.1754,1,1,11625,0.225094641782059,positive,10
1048,2012-12-11,4224.2268,2,0,31476,0.13419616239913593,positive,25
1049,2012-12-12,114246.9996,17,20,387679,0.2946667137801896,positive,251
1050,2012-12-13,43076.385200000004,23,24,328170,0.13124361382865604,positive,241
1051,2012-12-14,55420.281200000005,30,40,398744,0.13896272748699898,positive,245
1052,2012-12-15,60566.1051,6,12,382007,0.1585396377200445,positive,161
1053,2012-12-16,6966965.5699000005,59,64,16175781,0.43070022979241224,positive,197
1054,2012-12-17,925612.7562,24,18,1660401,0.5574492808244547,positive,287
1055,2012-12-18,134689.6592,18,32,640774,0.21018198319663434,positive,305
1056,2012-12-19,384565.4425,26,34,1101255,0.34918750993130937,positive,399
1057,2012-12-20,253773.9282,25,23,1054143,0.24072860439901309,positive,346
1058,2012-12-21,274980.1948,46,103,631234,0.43552042864632085,positive,443
1059,2012-12-22,205309.326,32,38,599473,0.34244303744685534,positive,339
1060,2012-12-23,75168.0448,14,26,633471,0.11865310120897664,positive,306
1061,2012-12-24,57196.553199999995,42,64,383762,0.14900057623974908,positive,335
1062,2012-12-25,81644.492,25,40,711184,0.11479030831677794,positive,347
1063,2012-12-26,538523.4014,24,97,1621428,0.3321043036010629,positive,303
1064,2012-12-27,558371.7951000001,60,32,1290124,0.43277388832567576,positive,338
1065,2012-12-28,698399.8872,49,42,1452916,0.48065830873492005,positive,339
1066,2012-12-29,281309.90869999997,23,24,689177,0.4081545458370573,positive,370
1067,2012-12-30,436367.6731,25,25,1216234,0.35877120236721033,positive,382
1068,2013-01-01,-1275.1107000000002,0,0,4080,-0.3125271323529412,negative,3
1069,2013-01-02,1110.4611999999997,4,0,6218,0.17847335261973638,positive,8
1070,2013-01-03,-41.34259999999999,0,0,2232,-0.018522670250896052,neutral,4
1071,2013-01-04,0.0,0,0,9196,0.0,neutral,2
1072,2013-01-05,2813.167,0,0,6488,0.4335954069050555,positive,7
1073,2013-01-06,-596.8494,1,0,23131,-0.02580189348089227,neutral,7
1074,2013-01-07,84.0708,0,0,785,0.10709656050955414,positive,5
1075,2013-01-08,1034.6774,4,1,61139,0.01692197762658642,neutral,18
1076,2013-01-09,6888.3060000000005,0,0,51291,0.13429853190618238,positive,27
1077,2013-01-10,-1030.0904,0,2,30288,-0.03400760647078244,neutral,22
1078,2013-01-11,1804.3922,6,3,8368,0.21539837650710278,positive,21
1079,2013-01-12,99587.6682,7,8,183457,0.5427949125752158,positive,55
1080,2013-01-13,0.0,0,0,303,0.0,neutral,2
1081,2013-01-14,-16.64,0,0,563,-0.02955595026642984,neutral,4
1082,2013-01-15,4511.9853,2,1,17944,0.2514061012982671,positive,11
1083,2013-01-16,-57.52029999999999,1,1,3580,-0.016058151870463427,neutral,8
1084,2013-01-17,-57.25,1,0,2846,-0.020108886547242712,neutral,4
1085,2013-01-18,254.7824,6,0,43190,0.005898286878414668,neutral,6
1086,2013-01-19,902.7566999999999,0,0,3263,0.27666463377260186,positive,4
1087,2013-01-20,68.0075,0,0,1010,0.06733415841584157,positive,4
1088,2013-01-21,572.3044,0,0,947,0.6043341077085533,positive,3
1089,2013-01-22,264.48720000000003,2,0,2760,0.09575930485155686,positive,5
1090,2013-01-23,113.4927,0,0,311,0.3649282958199357,positive,4
1091,2013-01-24,56.3346,0,0,967,0.05825708376421924,positive,3
1092,2013-01-25,0.0,0,0,310,0.0,neutral,2
1093,2013-01-26,32.532300000000006,0,0,742,0.043844070080862545,neutral,4
1094,2013-01-27,12.8414,0,0,382,0.033616230366492146,neutral,5
1095,2013-01-28,2313.9916,0,0,4652,0.4974186586414445,positive,3
1096,2013-01-29,423.1165,0,0,930,0.4549639784946236,positive,2
1097,2013-01-30,8504.8232,0,0,20357,0.41778372058751295,positive,5
1098,2013-01-31,220.8836,2,1,1387,0.15890906474820143,positive,4
1099,2013-02-01,78.28809999999999,1,1,1672,0.046767084826762235,neutral,4
1100,2013-02-02,51.5268,0,0,596,0.08645436241610739,positive,5
1101,2013-02-03,414.36300000000006,0,0,859,0.4823783469150175,positive,2
1102,2013-02-04,429.454,0,0,1156,0.3715,positive,2
1103,2013-02-05,180.52259999999998,1,1,18900,0.009550449687863716,neutral,9
1104,2013-02-06,6329.0229,0,0,17809,0.3553833960357123,positive,6
1105,2013-02-07,328.4775,1,1,3617,0.09076471400939487,positive,7
1106,2013-02-08,54295.1078,0,5,125066,0.434114285485844,positive,13
1107,2013-02-09,8692.656500000001,2,3,16825,0.5164977124183007,positive,31
1108,2013-02-10,489.2078,6,6,24009,0.020365838224886558,neutral,40
1109,2013-02-11,1308.7046,5,7,33711,0.038807478575452956,neutral,40
1110,2013-02-12,3276066.8353,25,25,9484611,0.3454068453579943,positive,107
1111,2013-02-13,558.0723,1,0,1739,0.32073120689655177,positive,6
1112,2013-02-14,135.27980000000002,0,0,4601,0.02940226037817866,neutral,8
1113,2013-02-15,169.2824,0,0,893,0.18956595744680851,positive,3
1114,2013-02-16,95.535,1,0,352,0.27063739376770535,positive,2
1115,2013-02-17,-810.0,0,0,3240,-0.25,negative,1
1116,2013-02-18,1906.8270000000002,0,2,13581,0.14038334683059708,positive,5
1117,2013-02-19,3.1845,0,0,1028,0.0030977626459143966,neutral,2
1118,2013-02-20,174.8406,1,0,3213,0.05439968886123211,positive,2
1119,2013-02-21,9334.7184,0,0,21697,0.4302308337558188,positive,5
1120,2013-02-22,189.7209,0,0,632,0.30019129746835443,positive,4
1121,2013-02-23,4097.4372,1,0,6973,0.5875304273014053,positive,5
1122,2013-02-24,9.5202,0,1,2326,0.004091190373871938,neutral,5
1123,2013-02-25,44.416000000000004,0,0,19566,0.0022700603086987636,neutral,2
1124,2013-02-26,0.0,1,0,1122,0.0,neutral,4
1125,2013-02-27,0.0,0,0,8941,0.0,neutral,7
1126,2013-02-28,465.0283,0,0,15597,0.029815240110277617,neutral,14
1127,2013-03-01,12497.158800000001,0,1,34730,0.3598272091215341,positive,2
1128,2013-03-02,0.0,1,0,197,0.0,neutral,3
1129,2013-03-03,0.0,1,0,285,0.0,neutral,2
1130,2013-03-04,112.302,1,0,254,0.4404,positive,1
1131,2013-03-05,7027.271299999999,2,0,24297,0.28920002057697847,positive,14
1132,2013-03-06,-231.4396999999998,5,4,5865,-0.03940069799114739,neutral,13
1133,2013-03-07,6788.4217,0,4,34811,0.19498554358753412,positive,10
1134,2013-03-08,1210.92,0,0,7071,0.17125159100551549,positive,6
1135,2013-03-09,-4497.2469,0,3,61299,-0.07336215621023784,negative,19
1136,2013-03-10,108395.6604,7,4,340455,0.31837440566752623,positive,30
1137,2013-03-11,2751.9214,8,1,30266,0.09089748637489678,positive,22
1138,2013-03-12,1065250.2647,30,27,2438505,0.4368354237866415,positive,141
1139,2013-03-13,1750.4463999999998,1,1,5145,0.340090615892753,positive,4
1140,2013-03-14,-430.5195,0,0,793,-0.5428997477931904,negative,2
1141,2013-03-15,-89.35249999999999,0,0,1477,-0.06049593771157752,negative,6
1142,2013-03-16,816.2588999999999,1,0,3385,0.24106878322504427,positive,5
1143,2013-03-17,-4829.8521,0,0,8442,-0.5721217839374556,negative,3
1144,2013-03-18,0.0,0,0,7535,0.0,neutral,3
1145,2013-03-19,174.7932,1,0,542,0.32190276243093924,positive,3
1146,2013-03-20,-60.806900000000006,0,0,1595,-0.038123448275862074,neutral,6
1147,2013-03-21,0.0,0,0,666,0.0,neutral,2
1148,2013-03-22,22.3944,0,0,18522,0.0012090702947845804,neutral,3
1149,2013-03-23,-123.94200000000001,0,0,2194,-0.05649134001823154,negative,3
1150,2013-03-24,403.27380000000005,0,0,918,0.4392960784313726,positive,4
1151,2013-03-25,258.183,2,0,845,0.30482054309327034,positive,6
1152,2013-03-26,0.0,1,0,660,0.0,neutral,2
1153,2013-03-27,11.307300000000055,1,0,1487,0.007598991935483908,neutral,5
1154,2013-03-28,369.68170000000003,0,0,694,0.5326825648414986,positive,9
1155,2013-03-29,62.9356,0,0,466,0.1350549356223176,positive,32
1156,2013-03-30,8.5059,0,0,649,0.013106163328197227,neutral,4
1157,2013-03-31,589.1325,2,0,2160,0.27249421831637377,positive,4
1158,2013-04-01,380.44780000000003,2,1,4470034,8.511066015784658e-05,neutral,13
1159,2013-04-02,1551.4125,2,0,83242,0.01863692878766037,neutral,11
1160,2013-04-03,116.1771,1,0,4651,0.024973581255374033,neutral,5
1161,2013-04-04,141.9688,0,0,481,0.29515343035343033,positive,4
1162,2013-04-05,636.3756999999999,0,1,2119,0.30017721698113203,positive,10
1163,2013-04-06,293.9205,0,3,18496,0.01588845342991513,neutral,10
1164,2013-04-07,12412.279499999999,3,2,38108,0.3256704930076352,positive,11
1165,2013-04-08,121.6737,1,0,4539,0.026800374449339207,neutral,9
1166,2013-04-09,11005.2074,0,2,54001,0.20378881543617947,positive,31
1167,2013-04-10,38767.3035,6,8,125485,0.30890527812970625,positive,38
1168,2013-04-11,12794.482600000001,5,1,45205,0.2829949038950698,positive,30
1169,2013-04-12,322859.6189,31,24,836390,0.38599025506757767,positive,126
1170,2013-04-13,-573.0633999999999,0,0,1357,-0.42230169491525416,negative,3
1171,2013-04-14,125.4693,0,0,1406,0.08923847795163585,positive,3
1172,2013-04-15,89.166,0,0,495,0.18013333333333334,positive,3
1173,2013-04-16,-93.1745,0,0,2580,-0.036114147286821704,neutral,7
1174,2013-04-17,498.78489999999994,0,1,11286,0.044191095951094175,neutral,3
1175,2013-04-18,-34.8688,0,0,234,-0.14901196581196582,negative,3
1176,2013-04-19,43.808,1,0,1317,0.03323823975720789,neutral,2
1177,2013-04-20,1236.1626,0,0,2421,0.5106,positive,1
1178,2013-04-21,25.4076,0,0,93,0.2732,positive,1
1179,2013-04-22,16049.5348,1,4,38504,0.4167736061699862,positive,9
1180,2013-04-23,1871.1019000000001,0,3,3379,0.5532530751034891,positive,3
1181,2013-04-24,506.1214,0,1,28164,0.01796987040653293,neutral,9
1182,2013-04-25,3077.0134000000003,3,4,53664,0.05733102420301467,positive,8
1183,2013-04-26,8016.728999999999,0,0,13719,0.584352285151979,positive,8
1184,2013-04-27,-1084.0022999999999,1,0,21500,-0.0504163666806195,negative,7
1185,2013-04-28,1772.3285999999998,1,0,28025,0.06323872832369942,positive,9
1186,2013-04-29,2578.6106,4,11,7367,0.3493105662422108,positive,12
1187,2013-04-30,1347.8994000000002,0,0,23087,0.05838347988045221,positive,11
1188,2013-05-01,-221.16199999999998,1,1,3412,-0.0647809021675454,negative,6
1189,2013-05-02,10480.593200000001,0,0,25159,0.4165743153543464,positive,6
1190,2013-05-03,0.0,0,0,735,0.0,neutral,3
1191,2013-05-04,6.705199999999991,0,1,3219,0.002082360248447202,neutral,6
1192,2013-05-05,9084.5815,0,0,23417,0.38794813596959477,positive,13
1193,2013-05-06,0.0,0,0,893,0.0,neutral,4
1194,2013-05-07,2264.4900000000002,4,3,23013,0.09837054735013033,positive,14
1195,2013-05-08,15181.717799999999,0,5,41536,0.36546346501047156,positive,14
1196,2013-05-09,3151.1506,4,0,15789,0.19952831001076426,positive,25
1197,2013-05-10,22759.9548,1,3,43832,0.5192069258143991,positive,27
1198,2013-05-11,31887.667100000002,4,3,74818,0.4261632756431674,positive,50
1199,2013-05-12,-464825.79319999996,29,45,1938954,-0.2397210319809719,negative,136
1200,2013-05-13,636.7789,1,0,22093,0.02882134968769802,neutral,19
1201,2013-05-14,-404.2667,0,3,11489,-0.035178097807170204,neutral,17
1202,2013-05-15,237.22519999999997,0,0,6033,0.039321266368307635,neutral,6
1203,2013-05-16,20229.8296,2,1,50764,0.3984838497449131,positive,15
1204,2013-05-17,3362.0052,1,1,26399,0.12734385818718988,positive,9
1205,2013-05-18,698.0318,1,0,4107,0.16992010710808178,positive,7
1206,2013-05-19,7838.8747,2,0,123850,0.06329227384297388,positive,10
1207,2013-05-20,524.9132,0,0,1470,0.35708380952380947,positive,10
1208,2013-05-21,1873.1092999999998,4,0,40608,0.04612206490692406,neutral,8
1209,2013-05-22,8413.7276,2,6,25216,0.3335604027909927,positive,10
1210,2013-05-23,16426.0136,0,0,127493,0.12883855270485436,positive,11
1211,2013-05-24,1211.9699,0,0,65325,0.01855292613853808,neutral,15
1212,2013-05-25,8746.5189,0,1,41862,0.20893196617538157,positive,10
1213,2013-05-26,27.057999999999968,3,0,5803,0.004660351360661379,neutral,9
1214,2013-05-27,95.5668,6,2,20730,0.004608293953129521,neutral,11
1215,2013-05-28,21545.7468,2,2,33648,0.6402515987162725,positive,10
1216,2013-05-29,58.832,0,0,2107,0.02792216421452302,neutral,5
1217,2013-05-30,19741.6029,1,0,31219,0.6323383376041,positive,9
1218,2013-05-31,244.6095,0,0,881,0.27764982973893304,positive,5
1219,2013-06-01,0.0,0,0,356,0.0,neutral,1
1220,2013-06-02,108.9892,0,0,2224,0.04900593525179856,neutral,4
1221,2013-06-03,1449.2011,4,2,51850,0.0279466426257328,neutral,7
1222,2013-06-04,0.0,0,0,269,0.0,neutral,3
1223,2013-06-05,711.5088000000001,3,3,2483,0.28586130976295704,positive,11
1224,2013-06-06,2157.7169000000004,0,1,10680,0.20201450238741694,positive,5
1225,2013-06-07,6346.69,0,1,16827,0.37715058236272875,positive,4
1226,2013-06-08,16893.921299999998,1,0,57357,0.29453469960598344,positive,10
1227,2013-06-09,265.75760000000014,4,1,46292,0.005740276907791005,neutral,33
1228,2013-06-10,2410.5609,2,6,113765,0.021187460117954172,neutral,27
1229,2013-06-11,48467.7451,7,3,139946,0.346307018634428,positive,50
1230,2013-06-12,192127.3743,20,32,888566,0.21620918583688378,positive,153
1231,2013-06-13,5.3001999999999985,1,2,23843,0.00022226788559926187,neutral,20
1232,2013-06-14,1575.2196999999999,0,4,3964,0.3969807711693548,positive,8
1233,2013-06-15,23465.7686,0,1,42528,0.5517592372263632,positive,13
1234,2013-06-16,4963.5172,3,1,20475,0.2423710728062894,positive,15
1235,2013-06-17,11370.1459,2,1,21314,0.5333839611577614,positive,11
1236,2013-06-18,28927.1331,1,0,54556,0.5302185439082061,positive,12
1237,2013-06-19,666.5337000000001,2,0,5673,0.11745087224669605,positive,8
1238,2013-06-20,7934.237000000001,0,2,18239,0.43496721670961025,positive,13
1239,2013-06-21,8479.059799999999,3,2,22973,0.3690077378361911,positive,12
1240,2013-06-22,10377.105,12,4,46889,0.22123664854493125,positive,20
1241,2013-06-23,599.4538,13,4,8611,0.06947772369031062,positive,19
1242,2013-06-24,-367.5233999999999,0,3,23094,-0.015912170411741783,neutral,10
1243,2013-06-25,1310.0307,4,1,8693,0.15061286502644286,positive,10
1244,2013-06-26,11932.912100000001,0,1,25525,0.4674806902765808,positive,11
1245,2013-06-27,571.8219,1,0,1598,0.35761219512195125,positive,9
1246,2013-06-28,1656.4865,2,1,8553,0.19360524777933613,positive,10
1247,2013-06-29,1811.158,6,1,4445,0.40681895777178795,positive,8
1248,2013-06-30,1764.5012,1,2,6350,0.27774298756492993,positive,9
1249,2013-07-01,-202.11030000000005,0,0,1812,-0.11153990066225168,negative,4
1250,2013-07-02,152.46869999999996,0,0,1225,0.12446424489795915,positive,4
1251,2013-07-03,331.8084,0,0,876,0.37877671232876714,positive,3
1252,2013-07-04,308.1473,2,0,810,0.37949174876847286,positive,4
1253,2013-07-05,6308.1936,1,1,36437,0.17311653997091028,positive,11
1254,2013-07-06,817.3092,1,12,35740,0.022859877492797807,neutral,9
1255,2013-07-07,1.6512,1,0,3432,0.00048097873579959217,neutral,6
1256,2013-07-08,-410.41070000000036,0,1,55828,-0.0073512099446524275,neutral,8
1257,2013-07-09,10307.485300000002,0,4,30044,0.3430339889510118,positive,25
1258,2013-07-10,-1158.2196999999999,3,0,56654,-0.02044265845350089,neutral,21
1259,2013-07-11,7749.8946000000005,11,10,78930,0.09816081620245469,positive,59
1260,2013-07-12,15977.194300000001,20,21,120199,0.13287753077178976,positive,137
1261,2013-07-13,1505.4097,1,3,19719,0.07632762257263094,positive,10
1262,2013-07-14,1138.7429000000002,2,2,4735,0.24029181261869598,positive,11
1263,2013-07-15,3711.3976,0,0,17071,0.21740950149376134,positive,3
1264,2013-07-16,363.1404,4,0,51278,0.007081244881244881,neutral,11
1265,2013-07-17,6772.990699999999,0,2,18346,0.36914054392849355,positive,10
1266,2013-07-18,6855.171200000001,0,0,13927,0.49222167013714374,positive,12
1267,2013-07-19,6305.3346,0,2,11216,0.5620729720092709,positive,7
1268,2013-07-20,7356.5423,0,2,28763,0.2557462993220928,positive,10
1269,2013-07-21,26.905900000000003,1,1,2058,0.01306111650485437,neutral,9
