,Date,Weighted_Sentiment_Score,Like Count,Retweet Count,Follower Count,Daily_Avg_Sentiment_Score,Polarity,Tweet Volume
1616,2014-07-13,106.4506,0,0,460,0.23141434782608694,positive,4
1617,2014-07-14,2363.6384,0,5,30788,0.07675895170980417,positive,11
1618,2014-07-15,1310.8275,1,2,290200,0.004516932974504054,neutral,5
1619,2014-07-16,6666.3418,3,1,26530,0.25123772518278437,positive,11
1620,2014-07-17,97.7688,1,0,2002,0.04881118322516226,neutral,7
1621,2014-07-18,202.7896,1,0,7012,0.028916241266219878,neutral,7
1622,2014-07-19,1824.5478,1,9,24871,0.07333096740484707,positive,16
1623,2014-07-20,86.7132,0,1,2116,0.040960415682569674,neutral,7
1624,2014-07-21,-45.286500000000004,2,0,2129,-0.02125129047395589,neutral,7
1625,2014-07-22,1300.4212,0,0,2607,0.49881902570003833,positive,5
1626,2014-07-23,953.4479,4,0,3053,0.3118900556100752,positive,8
1627,2014-07-24,1791.9973,1,1,3516,0.5093795622512791,positive,8
1628,2014-07-25,2579.2648,0,2,9712,0.26552036236359894,positive,6
1629,2014-07-26,263.2905,2,2,4961,0.053029305135951665,positive,11
1630,2014-07-27,302.6402,1,0,4358,0.06942881394815324,positive,10
1631,2014-07-28,10921.912400000001,4,1,40558,0.2692580035993393,positive,15
1632,2014-07-29,12733.4142,2,9,60263,0.2112588213823539,positive,12
1633,2014-07-30,2881.2062,1,6,68474,0.04207307428337787,neutral,35
1634,2014-07-31,-14038.7432,4,4,126729,-0.11077067628238005,negative,22
1635,2014-08-01,62.02169999999998,2,0,1471,0.04210570264765783,neutral,5
1636,2014-08-02,-56.2792,0,0,1718,-0.03275855646100117,neutral,3
1637,2014-08-03,2638.0545,0,0,5790,0.4556225388601037,positive,3
1638,2014-08-05,13949.8568,3,1,32802,0.4252227275498384,positive,5
1639,2014-08-06,621.4289,8,2,3963,0.15641301283664738,positive,9
1640,2014-08-07,416.4687,2,2,9176,0.04536696078431373,neutral,11
1641,2014-08-08,8577.2476,9,5,41821,0.20502563881917057,positive,41
1642,2014-08-09,23.485799999999948,0,0,16754,0.0014018025546138205,neutral,17
1643,2014-08-10,10361.2402,3,11,44450,0.23302537333573228,positive,32
1644,2014-08-11,83.60209999999984,11,4,29368,0.002845254058469177,neutral,33
1645,2014-08-12,32708.855,45,30,399083,0.08194463094814584,positive,120
1646,2014-08-13,-5722.124099999999,11,4,49798,-0.11487210366771725,negative,26
1647,2014-08-14,370.1172,9,8,499228,0.0007413538443049005,neutral,22
1648,2014-08-15,484.7993999999999,10,4,19729,0.024555508281416193,neutral,23
1649,2014-08-16,3481.1997,5,2,22599,0.15399450145978943,positive,21
1650,2014-08-17,3886.5578,7,2,12635,0.30738356532742805,positive,21
1651,2014-08-18,353.58520000000004,10,0,29831,0.011848972889648472,neutral,45
1652,2014-08-19,-47890.47460000001,3,6,143169,-0.3344820754585202,negative,22
1653,2014-08-20,2612.1873,4,3,9938,0.2626633785822021,positive,26
1654,2014-08-21,4442.7927,6,4,31217,0.1422740801229705,positive,33
1655,2014-08-22,4551.8555,11,20,62752,0.07250140165331379,positive,22
1656,2014-08-23,2750.3212000000003,13,2,57020,0.0482216393442623,neutral,33
1657,2014-08-24,16381.540900000002,4,0,98455,0.16637931423232008,positive,32
1658,2014-08-25,4731.6065,47,12,1219713,0.003879090928468599,neutral,53
1659,2014-08-26,-235.5916,3,0,9012,-0.026133288962839712,neutral,24
1660,2014-08-27,8401.781599999998,13,8,192573,0.04362431643768756,neutral,24
1661,2014-08-28,17383.0915,1,3,33858,0.513350998169039,positive,25
1662,2014-08-29,7426.348,2,2,240209,0.030915679001552787,neutral,27
1663,2014-08-30,8845.8295,5,3,208273,0.042470650227337106,neutral,38
1664,2014-08-31,12121.9966,7,2,179830,0.06740471532871069,positive,30
1665,2014-09-01,181.252,0,0,226,0.802,positive,1
1666,2014-09-02,-224.53540000000004,0,0,972,-0.23100349794238687,negative,5
1667,2014-09-03,4089.0409999999997,2,0,7443,0.5492331766286098,positive,3
1668,2014-09-04,26.75,0,0,107,0.25,positive,1
1669,2014-09-05,9845.4817,0,1,26836,0.366862231247904,positive,10
1670,2014-09-06,361.06640000000004,1,0,5556,0.06497505848479396,positive,5
1671,2014-09-07,3237.8601999999996,13,6,36736,0.08809305400625764,positive,12
1672,2014-09-08,83866.8584,10,7,140319,0.5976147132596055,positive,22
1673,2014-09-09,5048.8478000000005,9,5,22773,0.2215670250581472,positive,32
1674,2014-09-10,65089.2584,5,8,145568,0.4470999539775108,positive,23
1675,2014-09-11,1278.7156,7,0,25750,0.04964536242574834,neutral,32
1676,2014-09-12,20800.8687,63,44,501553,0.04146407666547063,neutral,118
1677,2014-09-13,3346.5674,12,2,38013,0.08800503326583743,positive,25
1678,2014-09-14,-16455.498,3,1,97922,-0.1680401323448318,negative,25
1679,2014-09-15,4075.8146,8,0,31101,0.13101721688257417,positive,33
1680,2014-09-16,3713.9429,8,2,37392,0.09929797604406182,positive,29
1681,2014-09-17,-3220.2535999999977,7,10,210944,-0.015264686837851536,neutral,33
1682,2014-09-18,9022.1141,6,6,18471,0.4881303954985663,positive,25
1683,2014-09-19,16905.2902,10,5,63672,0.26544334322546204,positive,21
1684,2014-09-20,5695.2956,3,3,21644,0.2630621524249423,positive,20
1685,2014-09-21,-9093.8399,14,33,117927,-0.07708342431383187,negative,21
1686,2014-09-22,819.136,1,2,10456,0.07831876852471556,positive,17
1687,2014-09-23,17096.7958,12,66,50026,0.34122616557560276,positive,25
1688,2014-09-24,1795601.3403,98,18,3912807,0.4588900267907138,positive,11
1689,2014-09-25,62985.6699,13,7,156359,0.4027757556960973,positive,32
1690,2014-09-26,34716.9318,5,3,90639,0.38299041115536087,positive,23
1691,2014-09-27,433.1478,7,6,137246,0.0031556968941927306,neutral,22
1692,2014-09-28,-614.8413999999999,4,0,7774,-0.07904877860632552,negative,15
1693,2014-09-29,25559.9765,16,10,105818,0.24148725010392655,positive,35
1694,2014-09-30,19624.1174,15,14,495515,0.03960116034095862,neutral,56
1695,2014-10-01,2675.2137000000002,0,0,5496,0.4867564956331878,positive,4
1696,2014-10-03,392.1566,2,0,837,0.4674095351609059,positive,3
1697,2014-10-05,13190.1325,4,1,24504,0.538175058141907,positive,7
1698,2014-10-06,1912.6617,3,2,50600,0.037795903566841225,neutral,14
1699,2014-10-07,6514.3472,3,0,32826,0.19843270279326206,positive,22
1700,2014-10-08,2218.5688,1,7,48073,0.04614231817141906,neutral,35
1701,2014-10-09,8749.478200000001,0,1,43977,0.1989512528991769,positive,28
1702,2014-10-10,12134.2197,1,1,25767,0.4708843843377702,positive,22
1703,2014-10-11,213270.4492,17,15,383070,0.5566936460785901,positive,47
1704,2014-10-12,188871.7173,183,472,1076080,0.17541151471810612,positive,191
1705,2014-10-13,1119.3998000000001,6,3,6968,0.1604414218145335,positive,16
1706,2014-10-14,2643.1606,9,14,142595,0.018533148690908583,neutral,25
1707,2014-10-15,3778.2124999999996,2,1,11081,0.34087084987369176,positive,21
1708,2014-10-16,26251.996799999997,0,1,53655,0.48926488743104213,positive,24
1709,2014-10-17,18508.4931,21,8,217357,0.08514114570395517,positive,36
1710,2014-10-18,16081.810599999999,7,5,54886,0.2929398265874895,positive,41
1711,2014-10-19,7172.422299999999,10,1,33965,0.2111026106663527,positive,34
1712,2014-10-20,6948.3293,7,9,127510,0.05448558960525697,positive,47
1713,2014-10-21,7142.280400000001,20,19,151950,0.04699208758528578,neutral,43
1714,2014-10-22,15469.2036,18,13,50002,0.30918001319129373,positive,48
1715,2014-10-23,16197.5399,15,10,197053,0.08218847309187226,positive,64
1716,2014-10-24,5139.0469,23,10,167487,0.03067721406399236,neutral,48
1717,2014-10-25,15563.9571,10,6,57948,0.26851074977572287,positive,31
1718,2014-10-26,4331.1213,25,15,249176,0.01737898569915254,neutral,44
1719,2014-10-27,3480.1527,12,2,37437,0.09292549464633788,positive,42
1720,2014-10-28,124788.9057,11,15,443006,0.2816701856750754,positive,60
1721,2014-10-29,8204.6952,27,13,5524905,0.0014850274889614285,neutral,53
1722,2014-10-30,34209.051699999996,39,19,134267,0.2546737517215708,positive,49
1723,2014-10-31,35961.7867,32,8,196829,0.18266861059892617,positive,66
1724,2014-11-01,111.862,0,0,3291,0.03399027651169857,neutral,3
1725,2014-11-02,1412.4055999999998,0,0,8977,0.15733603653781886,positive,5
1726,2014-11-03,-218.56820000000002,1,0,4129,-0.05292208232445521,negative,3
1727,2014-11-04,2094.855,0,0,5433,0.38557979017117616,positive,4
1728,2014-11-05,3728.3791,8,9,24733,0.1506415797979798,positive,13
1729,2014-11-06,79.82520000000001,2,1,19591,0.004073961416760233,neutral,6
1730,2014-11-07,2712.5018000000005,2,3,12367,0.2192452150016166,positive,11
1731,2014-11-08,-1017.8406,9,11,55993,-0.018171506614535912,neutral,30
1732,2014-11-09,1773.9342000000001,9,4,36934,0.04801294286410264,neutral,26
1733,2014-11-10,5639.8416,0,1,14524,0.3882851359724613,positive,15
1734,2014-11-11,203259.803,19,16,384691,0.5283235419493354,positive,50
1735,2014-11-12,286910.8567,76,186,1066665,0.2689132965048218,positive,183
1736,2014-11-13,47552.338,38,9,106307,0.447113770991218,positive,69
1737,2014-11-14,15469.3322,14,9,56914,0.27169208423345104,positive,48
1738,2014-11-15,14798.910899999999,204,46,1156629,0.012792099173725167,neutral,39
1739,2014-11-16,-44489.7872,15,3,138056,-0.32221697930095455,negative,24
1740,2014-11-17,6983.318399999999,10,3,26197,0.2664371766501335,positive,38
1741,2014-11-18,-19730.615200000004,21,4,194129,-0.10162353183555324,negative,35
1742,2014-11-19,10398.789799999999,5,5,30984,0.33550976963283213,positive,27
1743,2014-11-20,12588.2212,4,3,55495,0.2268066231847501,positive,45
1744,2014-11-21,5690.4864,14,11,51256,0.11096675961857218,positive,33
1745,2014-11-22,5099.302000000001,7,7,19209,0.2652708734328669,positive,35
1746,2014-11-23,1279.2857,20,9,45493,0.028102581169544394,neutral,30
1747,2014-11-24,95006.5913,39,27,256892,0.369735876291067,positive,65
1748,2014-11-25,47277.30790000001,29,13,199858,0.236504791895948,positive,62
1749,2014-11-26,137354.2827,39,17,349785,0.3926191689939144,positive,69
1750,2014-11-27,96141.1143,116,36,325538,0.2951920977002671,positive,59
1751,2014-11-28,20104.1264,18,6,95362,0.2107660075902124,positive,69
1752,2014-11-29,11265.901300000001,12,5,167509,0.06724867363871877,positive,69
1753,2014-11-30,28395.266600000003,27,16,413036,0.06874052324131705,positive,93
1754,2014-12-01,922.836,0,0,1562,0.5908040973111396,positive,3
1755,2014-12-02,-1897.3531999999998,1,0,4552,-0.4167259389413573,negative,6
1756,2014-12-03,1097.2424,1,0,9606,0.11421280316435933,positive,5
1757,2014-12-04,427.3736,1,0,4199,0.10175561904761905,positive,6
1758,2014-12-05,-1820.0455999999995,2,0,35224,-0.05166767728382443,negative,15
1759,2014-12-06,7023.4581,4,0,27367,0.2566021738336195,positive,12
1760,2014-12-07,-977.9839999999999,0,0,12716,-0.07690972003774771,negative,6
1761,2014-12-08,3705.785,1,2,17448,0.212353733310412,positive,19
1762,2014-12-09,685.1925000000001,1,1,5425,0.12625621890547264,positive,17
1763,2014-12-10,2601.6988,1,1,9944,0.2615824250955158,positive,17
1764,2014-12-11,-60.015099999999904,16,2,54617,-0.0010984735059943243,neutral,36
1765,2014-12-12,1047312.7338999999,84,211,6732328,0.15555790572262845,positive,172
1766,2014-12-13,145092.8377,53,39,3862860,0.03756009334312205,neutral,159
1767,2014-12-14,563118.8451999999,44,20,1160376,0.4852632149874184,positive,171
1768,2014-12-15,558351.7223,78,107,1672942,0.33371747769296656,positive,235
1769,2014-12-16,340769.8869,46,45,807300,0.4220630238632831,positive,134
1770,2014-12-17,496519.92939999996,97,213,1210356,0.4101213128971987,positive,210
1771,2014-12-18,1164294.1792,198,255,2690572,0.4326582544569448,positive,208
1772,2014-12-19,890065.4559,190,173,2509532,0.354622586163963,positive,270
1773,2014-12-20,2208810.0428,224,194,4088921,0.5401386490090452,positive,253
1774,2014-12-21,539580.1267,72,32,1005815,0.5364051446488236,positive,190
1775,2014-12-22,1179292.937,234,189,2873690,0.41031543888497074,positive,333
1776,2014-12-23,1346238.5396999998,173,146,3112608,0.43246710883358325,positive,453
1777,2014-12-24,6369077.5441,411,255,9146024,0.6963259434943132,positive,357
1778,2014-12-25,1096788.2460999999,144,79,1908647,0.5745746154007344,positive,312
1779,2014-12-26,1342313.9201,133,121,2557136,0.5248765030362987,positive,426
1780,2014-12-27,1737575.7563999998,270,275,4182688,0.4153667166997391,positive,399
1781,2014-12-28,736650.9121,145,84,2667983,0.2760841013007962,positive,351
1782,2014-12-29,1317331.2959,180,140,2799457,0.47051293581595965,positive,432
1783,2014-12-30,2399328.2308,401,327,4893152,0.49027116128715864,positive,451
1784,2015-01-01,0.0,4,0,88570,0.0,neutral,6
1785,2015-01-02,11.437999999999999,0,0,1242,0.009209339774557165,neutral,6
1786,2015-01-03,37880.77620000001,24,6,105428,0.35920249009084193,positive,8
1787,2015-01-04,1275.4656,4,18,31644,0.04027870902545317,neutral,18
1788,2015-01-05,1097.46,8,0,47154,0.023270005512912938,neutral,12
1789,2015-01-06,-144091.12249999997,184,76,7894149,-0.018252300140517163,neutral,82
1790,2015-01-07,-59195.3062,6,4,2702402,-0.021904619354857807,neutral,74
1791,2015-01-08,7801.7202,48,18,292960,0.026624668800720754,neutral,68
1792,2015-01-09,4157.6846000000005,0,0,15830,0.2626459001895136,positive,24
1793,2015-01-10,98103.1,24,8,427974,0.22920963724807597,positive,42
1794,2015-01-11,135229.2285,100,38,776099,0.17421126344144894,positive,84
1795,2015-01-12,259165.2512,216,126,873796,0.2964809345892754,positive,238
1796,2015-01-13,731.458,2,0,109626,0.006672182289196191,neutral,16
1797,2015-01-14,40.19,0,0,100,0.4019,positive,2
1798,2015-01-15,0.0,0,0,14270,0.0,neutral,2
1799,2015-01-16,-14616.8978,2,0,542316,-0.026952632588260025,neutral,8
1800,2015-01-17,0.0,0,0,2300,0.0,neutral,4
1801,2015-01-18,616.5414000000001,8,6,99104,0.006220276841744184,neutral,8
1802,2015-01-21,2492.5152,0,0,4232,0.5889686200378071,positive,6
1803,2015-01-22,356.724,0,0,115626,0.0030851538581287944,neutral,6
1804,2015-01-24,0.0,0,0,13440,0.0,neutral,4
1805,2015-01-25,6676.4316,0,4,12014,0.555535996005991,positive,6
1806,2015-01-26,1048.25,4,0,2316,0.4518318965517241,positive,6
1807,2015-01-27,-58.608,0,0,3166,-0.018511686670878078,neutral,4
1808,2015-01-29,476.0196,2,2,102592,0.00463974813832898,neutral,10
1809,2015-01-30,773.0388,2,0,4116,0.187721903836814,positive,10
1810,2015-01-31,0.0,2,0,4430,0.0,neutral,4
1811,2015-02-02,121.37379999999999,2,0,2797,0.043363272597356194,neutral,8
1812,2015-02-03,292.6952,0,2,4326,0.067628280961183,positive,6
1813,2015-02-04,4506.16,8,20,63324,0.07112893042050764,positive,26
1814,2015-02-05,2921.4256,8,2,20980,0.13918178180085755,positive,12
1815,2015-02-06,554713.817,142,140,5627855,0.09856082341279185,positive,308
1816,2015-02-07,5811.9708,4,2,49192,0.1181342900117891,positive,32
1817,2015-02-08,33921.4552,10,4,182156,0.1862076917165285,positive,42
1818,2015-02-09,82719.43639999999,12,4,215790,0.38330461803656984,positive,24
1819,2015-02-10,3264.8936,18,8,314606,0.010376864400315289,neutral,44
1820,2015-02-11,13518.878200000001,48,46,166099,0.08134445012726169,positive,108
1821,2015-02-12,131966.2316,100,214,9891531,0.01334091179148076,neutral,260
1822,2015-02-13,536.745,8,4,956,0.5544886363636363,positive,6
1823,2015-02-14,1386.5004000000001,4,0,6920,0.2002455805892548,positive,10
1824,2015-02-15,0.0,0,0,3920,0.0,neutral,6
1825,2015-02-16,3691.464,10,6,15090,0.24437071362372567,positive,8
1826,2015-02-17,-411.4134,0,0,2342,-0.1756675491033305,negative,6
1827,2015-02-18,2798.1198,2,0,28780,0.097217698561601,positive,22
1828,2015-02-19,1266.858,0,0,3090,0.4099864077669903,positive,4
1829,2015-02-20,0.0,0,0,372,0.0,neutral,2
1830,2015-02-22,56.2394,2,0,984,0.057037931034482764,positive,10
1831,2015-02-23,2485.8522000000003,0,0,3978,0.6249000000000001,positive,6
1832,2015-02-24,805.7902,0,0,11178,0.07208715333691179,positive,14
1833,2015-02-25,12599.433799999999,0,0,26872,0.46886848020244115,positive,16
1834,2015-02-26,43060.705799999996,0,2,86340,0.49872258923814594,positive,18
1835,2015-02-27,912.7852,4,0,9930,0.09188496074088988,positive,10
1836,2015-02-28,250.34940000000003,0,0,2038,0.122840726202159,positive,6
1837,2015-03-02,155.9528,0,0,2330,0.0669325321888412,positive,6
1838,2015-03-03,205.16160000000002,0,0,2726,0.07526104181951578,positive,10
1839,2015-03-04,10632.1022,18,50,37352,0.28412886691608763,positive,26
1840,2015-03-05,2876.5570000000002,8,6,14411,0.19941469670710574,positive,14
1841,2015-03-06,-1989078.6411,192,216,8351008,-0.23817262139737738,negative,506
1842,2015-03-07,10174.200799999999,218,180,6535130,0.0015567526908307943,neutral,64
1843,2015-03-08,41750.9766,32,178,273506,0.15253392786684009,positive,82
1844,2015-03-09,138496.5932,34,166,1374782,0.10072611365094235,positive,46
1845,2015-03-10,-5134.6748,10,8,28072,-0.18279369170523316,negative,32
1846,2015-03-11,12022.1666,16,18,161319,0.07450847892508972,positive,102
1847,2015-03-12,5484420.393200001,248,160,9129925,0.6006813106597537,positive,338
1848,2015-03-13,2532.3144,0,2,62356,0.04060929471759839,neutral,8
1849,2015-03-14,123.78519999999999,0,2,4710,0.02627020373514431,neutral,6
1850,2015-03-15,1330.9074,0,6,17600,0.07559396796546632,positive,14
1851,2015-03-16,10519.7032,6,8,40232,0.26138506186950256,positive,28
1852,2015-03-17,980.0178,0,0,3692,0.26544360780065007,positive,16
1853,2015-03-18,626.2292,2,0,8541,0.07330319559873581,positive,16
1854,2015-03-19,1420.0936,8,2,18074,0.07852762663127626,positive,8
1855,2015-03-20,175177.338,6,6,350498,0.4997784314284899,positive,30
1856,2015-03-21,139226.36059999999,10,28,335236,0.41526142975596075,positive,24
1857,2015-03-22,89662.6798,10,6,192126,0.4666479988758314,positive,36
1858,2015-03-23,119298.7914,20,162,202628,0.5882293348454218,positive,38
1859,2015-03-24,48148.8404,56,212,308580,0.15589817774439207,positive,40
1860,2015-03-25,4682.9718,38,104,104406,0.04479255270306463,neutral,24
1861,2015-03-26,13759.8652,2,12,100158,0.1373623886914507,positive,18
1862,2015-03-27,4843.218,0,0,8284,0.5846472718493482,positive,6
1863,2015-03-28,2221.873,34,20,82380,0.026953356624693694,neutral,22
1864,2015-03-29,8540.950799999999,20,152,33614,0.25279556029124484,positive,18
1865,2015-03-30,40215.2142,28,38,99349,0.4045185756676558,positive,24
1866,2015-03-31,7675.3758,8,10,31924,0.24029102122597207,positive,18
1867,2015-04-01,817.5816000000001,0,0,1364,0.5994,positive,2
1868,2015-04-02,3704.208,0,0,10590,0.34978356940509914,positive,10
1869,2015-04-03,-49.1464,0,0,5650,-0.008698477876106194,neutral,12
1870,2015-04-04,26224.7144,4,4,52364,0.5007392194302299,positive,18
1871,2015-04-05,759.4835999999999,24,2,4356,0.17331894112277496,positive,14
1872,2015-04-06,132875.88579999984,110,122,38042071,0.0034928454725782466,neutral,274
1873,2015-04-07,-160.68879999999996,8,8,141099,-0.0011387081458385001,neutral,36
1874,2015-04-08,98250.0588,42,164,439884,0.22324992342475403,positive,78
1875,2015-04-09,58698.513600000006,22,246,10612140,0.005531121080154476,neutral,60
1876,2015-04-10,2422.7132,12,4,280856,0.008625684297473582,neutral,14
1877,2015-04-11,11275079.143499998,300,184,33691090,0.334655755278753,positive,172
1878,2015-04-12,708348.4118,298,68,5857516,0.12092227392084716,positive,326
1879,2015-04-13,3938.1034,8,0,15306,0.25715707196029775,positive,10
1880,2015-04-14,1886.4136,0,2,3186,0.5917232120451694,positive,8
1881,2015-04-15,667.154,0,0,5526,0.12073000361925443,positive,10
1882,2015-04-16,17577.26,0,2,47050,0.37357094278670405,positive,12
1883,2015-04-17,375.476,2,4,16446,0.022822513980063214,neutral,8
1884,2015-04-18,1813.1776,2,0,9692,0.1870412213740458,positive,10
1885,2015-04-19,2573.48,2,0,6384,0.4029877857813968,positive,8
1886,2015-04-20,5374.725,4,2,11676,0.46008602978941965,positive,14
1887,2015-04-21,1418.3226,8,12,1461862,0.0009702032038153558,neutral,14
1888,2015-04-22,1782.9558000000002,2,4,4616,0.3857541756815232,positive,12
1889,2015-04-23,39836.7512,14,10,135926,0.29302501802133135,positive,24
1890,2015-04-24,20445.0554,2,0,33422,0.6116878709909048,positive,18
1891,2015-04-25,48265.074799999995,8,10,99604,0.484482090301339,positive,20
1892,2015-04-26,159.7012,2,0,2148,0.07427962790697674,positive,10
1893,2015-04-27,3327.6905999999994,2,0,7038,0.47268332386363626,positive,4
1894,2015-04-28,640.1333999999999,2,0,10594,0.060412740656851635,positive,12
1895,2015-04-29,1617.0930000000003,4,0,12372,0.13066362314156435,positive,16
1896,2015-04-30,23209.8426,0,0,39940,0.5811177416124186,positive,6
1897,2015-05-02,1134.9558,0,0,1782,0.6369,positive,2
1898,2015-05-03,3230.8704,0,0,33706,0.09585445914673944,positive,18
1899,2015-05-04,69567.9008,16,10,147886,0.47033304126778086,positive,24
1900,2015-05-05,4.069600000000008,2,6,450,0.008885589519650672,neutral,6
1901,2015-05-06,-6898105.653299999,700,1564,66847441,-0.1031882736550595,negative,1342
1902,2015-05-07,1955.8026000000002,4,0,32410,0.060338205713580555,positive,20
1903,2015-05-08,1034196.9423999998,78,112,9820171,0.10531149948560953,positive,272
1904,2015-05-09,40480.3974,8,4,191108,0.21180618145667643,positive,28
1905,2015-05-10,-112312.682,6,2,268284,-0.41862106212634,negative,28
1906,2015-05-11,241415.55849999998,72,32,558830,0.43192140485280905,positive,106
1907,2015-05-12,1044469.9197,174,90,4387307,0.23805196991684008,positive,386
1908,2015-05-13,1234.1572,2,0,10302,0.11977457298136647,positive,14
1909,2015-05-14,11409.3318,4,6,77456,0.14728179846642397,positive,12
1910,2015-05-15,2194.4786000000004,26,12,50950,0.04303911900839414,neutral,18
1911,2015-05-16,-2677.544,6,0,22132,-0.12094787243653446,negative,12
1912,2015-05-17,-174.32120000000003,4,0,8774,-0.01985887445887446,neutral,12
1913,2015-05-18,1435.0968000000062,14,16,340836,0.004210149442889599,neutral,44
1914,2015-05-19,-216391.7967,44,64,390677,-0.5537361892089,negative,32
1915,2015-05-20,2921.4713999999994,10,6,46716,0.062515436959685,positive,42
1916,2015-05-21,16359.3524,30,24,93928,0.17406899619075994,positive,56
1917,2015-05-22,4754.9403999999995,80,90,29643171,0.00016040500967822756,neutral,48
1918,2015-05-23,36244.764,8,14,157852,0.22958032354915947,positive,36
1919,2015-05-24,-668.0266,4,0,4428,-0.15072802346570396,negative,20
1920,2015-05-25,9572.805,10,0,134992,0.07090861616864935,positive,42
1921,2015-05-26,14734.8168,8,10,150966,0.09759190907645844,positive,26
1922,2015-05-27,3467.4811999999997,8,24,61542,0.05631404813720076,positive,26
1923,2015-05-28,2437.1152,12,26,128826,0.018912304444996277,neutral,34
1924,2015-05-29,-11758.502999999999,4,2,50584,-0.2324274164854714,negative,22
1925,2015-05-30,26961.668,34,32,3430247,0.00785982736852293,neutral,58
1926,2015-05-31,1266.0184000000002,72,96,537745,0.0023535746486885428,neutral,32
1927,2015-06-01,3.0976000000000004,14,8,15488,0.0001997163120567376,neutral,12
1928,2015-06-02,56.246399999999994,4,2,570,0.09764999999999999,positive,4
1929,2015-06-03,385.1628,0,0,10610,0.03630186616399623,neutral,8
1930,2015-06-04,16322.5668,32,4,77088,0.21164056324879416,positive,22
1931,2015-06-05,1432.8126,4,2,3988,0.3587412618928392,positive,14
1932,2015-06-06,-164005.6672,142,92,2439657,-0.0672184401680239,negative,398
1933,2015-06-07,2874.0808,76,8,1626268,0.0017671948016173623,neutral,26
1934,2015-06-08,1917947.5883,92,270,7824355,0.2451139879308095,positive,152
1935,2015-06-09,25832.653599999998,4,42,198062,0.13039682193550992,positive,26
1936,2015-06-10,3219.6346000000003,4,2,41186,0.07816164789279473,positive,36
1937,2015-06-11,7511.2058,42,26,328779,0.022841034888565197,neutral,72
1938,2015-06-12,202967.35629999998,566,514,43297618,0.004687608765972593,neutral,510
1939,2015-06-13,-19228.1962,20,12,613176,-0.03135672757041656,neutral,96
1940,2015-06-14,59.896999999999984,8,0,33106,0.0018088119828471338,neutral,30
1941,2015-06-15,-872764.3727999999,14,14,3398321,-0.25682011258996645,negative,80
1942,2015-06-16,-1294361.258,52,54,4339407,-0.29827339104641465,negative,218
1943,2015-06-17,-1521268.8534000001,260,270,5439037,-0.27966727009705,negative,136
1944,2015-06-18,48499.691000000006,30,216,624580,0.07762111531850469,positive,90
1945,2015-06-19,-406023.28880000004,12,6,670004,-0.6059850106414417,negative,66
1946,2015-06-20,-610662.505,46,34,871458,-0.7006722655810762,negative,52
1947,2015-06-21,-102527.778,8,6,155616,-0.6587918653215962,negative,28
1948,2015-06-22,-1271.2843999999989,4,0,102974,-0.01234520382994425,neutral,62
1949,2015-06-23,20275.521399999998,10,4,40776,0.4970708850208384,positive,38
1950,2015-06-24,-12290.9392,8,6,103898,-0.11828219262452845,negative,32
1951,2015-06-25,-3886.7912,14,10,2523888,-0.0015399868141203021,neutral,40
1952,2015-06-26,26247.037399999997,16,22,79764,0.3289019999498759,positive,46
1953,2015-06-27,2568.7454,12,2,27850,0.09218868073499856,positive,28
1954,2015-06-28,368.357,4,2,1920,0.19125493250259606,positive,12
1955,2015-06-29,22467.464799999998,34,20,87028,0.2580035460830022,positive,46
1956,2015-06-30,1185430.0201,210,190,22744980,0.052117397911136246,positive,142
1957,2015-07-01,1312.673,16,4,11010,0.119009338168631,positive,22
1958,2015-07-02,366.4128,0,0,4946,0.07408265264860493,positive,4
1959,2015-07-03,1647.0991999999999,4,2,10958,0.1502279460051076,positive,12
1960,2015-07-04,73889.1504,12,4,138038,0.5352191924898952,positive,26
1961,2015-07-05,0.0,4,0,74672,0.0,neutral,14
1962,2015-07-06,-607189.7326,112,198,5876364,-0.10332200367078384,negative,282
1963,2015-07-07,-1038237.0398,12,2,1940710,-0.5349740817344455,negative,40
1964,2015-07-08,89949.5171,12,166,261181,0.3441607792346925,positive,68
1965,2015-07-09,1701.169,14,14,1314794,0.0012938397745094012,neutral,38
1966,2015-07-10,34572.3432,58,40,29698431,0.001164109616338237,neutral,26
1967,2015-07-11,1063200.2152,164,74,2955045,0.35976257272146184,positive,136
1968,2015-07-12,3461231.9123,306,228,16705136,0.2071890509210346,positive,604
1969,2015-07-13,47986.4822,8,16,181134,0.26488745846167433,positive,26
1970,2015-07-14,-1458.0756000000001,14,20,2513470,-0.0005800967891835462,neutral,18
1971,2015-07-15,-69436.16350000001,6,4,119763,-0.5797313543119068,negative,20
1972,2015-07-16,200.54520000000002,12,6,41256,0.0048588748364587885,neutral,20
1973,2015-07-17,16639.1648,64,58,2538434,0.006554578587196816,neutral,36
1974,2015-07-18,3202.921,0,4,8996,0.35588011111111106,positive,16
1975,2015-07-19,1069.1356,2,0,6508,0.16422973886328726,positive,12
1976,2015-07-20,66575.9386,20,2,260966,0.25509195288672276,positive,38
1977,2015-07-21,53810.080200000004,4,0,115028,0.467783575005216,positive,22
1978,2015-07-22,15504.693399999998,10,8,46738,0.33160863632474974,positive,36
1979,2015-07-23,1151.0534,16,0,77492,0.014850768952882284,neutral,26
1980,2015-07-24,123932.1284,14,16,3307598,0.03746858123102114,neutral,70
1981,2015-07-25,18920.381400000002,14,2,3075143,0.006152651423877596,neutral,58
