,Date,Tweet Volume,Polarity,Retweet,Sentiment Score,Year
843,2012-05-20,5,positive,No,0.36049586610359924,2012
844,2012-05-21,4,positive,Yes,0.08899435483870967,2012
845,2012-05-22,16,positive,Yes,0.2268762051282051,2012
846,2012-05-23,7,positive,No,0.6027678787878787,2012
847,2012-05-24,8,positive,No,0.09521146025878004,2012
848,2012-05-25,6,negative,No,-0.0016964445140574837,2012
849,2012-05-26,4,positive,No,0.039139739413680784,2012
850,2012-05-27,6,positive,No,0.0008591459926145524,2012
851,2012-05-28,4,negative,No,-0.10480842358604091,2012
852,2012-05-29,5,positive,No,0.01313222109016811,2012
853,2012-05-30,8,positive,Yes,0.027252003738754534,2012
854,2012-05-31,4,negative,Yes,0.0,2012
855,2012-06-01,7,negative,Yes,-0.21470395228769804,2012
856,2012-06-02,1,negative,No,0.0,2012
857,2012-06-03,1,negative,No,0.0,2012
858,2012-06-04,6,positive,Yes,0.00853450575047314,2012
859,2012-06-05,10,positive,No,0.07304423676012461,2012
860,2012-06-06,4,positive,No,0.1899360534124629,2012
861,2012-06-07,4,positive,No,0.043731747483989024,2012
862,2012-06-08,8,positive,Yes,0.0007002134125649476,2012
863,2012-06-09,15,positive,Yes,0.1083266928011404,2012
864,2012-06-10,11,positive,Yes,0.09856167724690945,2012
865,2012-06-11,51,positive,Yes,0.01698873637464675,2012
866,2012-06-12,190,positive,Yes,0.26896786128272604,2012
867,2012-06-13,6,positive,Yes,0.006581890771356913,2012
868,2012-06-14,3,positive,No,0.08414772431729518,2012
869,2012-06-15,6,negative,No,-0.018073157006190207,2012
870,2012-06-16,4,negative,No,0.0,2012
871,2012-06-17,9,positive,No,0.024599757243126286,2012
872,2012-06-18,4,positive,No,0.5205250705815924,2012
873,2012-06-19,10,positive,No,0.10054813450651388,2012
874,2012-06-20,6,positive,No,0.11573498098859317,2012
875,2012-06-21,9,positive,No,0.01031527816774297,2012
876,2012-06-22,11,positive,No,0.05410087591240876,2012
877,2012-06-23,9,negative,Yes,-0.1422923611781748,2012
878,2012-06-24,7,positive,Yes,0.030525872400422982,2012
879,2012-06-25,11,positive,No,0.017824433326526445,2012
880,2012-06-26,10,positive,No,0.0722859444149407,2012
881,2012-06-27,6,positive,No,0.234464950166113,2012
882,2012-06-28,6,positive,No,0.0622639545884579,2012
883,2012-06-29,6,negative,No,-0.20811862068965514,2012
884,2012-06-30,4,negative,No,-0.3933168693661468,2012
885,2012-07-01,5,positive,Yes,0.006925688980802949,2012
886,2012-07-02,4,negative,No,-0.08923584945332212,2012
887,2012-07-03,3,negative,Yes,-0.21145604225822617,2012
888,2012-07-04,4,positive,No,0.0004367077267637178,2012
889,2012-07-05,11,negative,No,-0.16234457955129303,2012
890,2012-07-06,13,positive,No,0.02343441541843464,2012
891,2012-07-07,4,positive,Yes,0.46705865237366,2012
892,2012-07-08,7,positive,No,0.061832414280664535,2012
893,2012-07-09,14,positive,Yes,0.0606986312271208,2012
894,2012-07-10,12,positive,No,0.021587555209145234,2012
895,2012-07-11,47,positive,Yes,0.14208495106191207,2012
896,2012-07-12,179,positive,Yes,0.1505115015046724,2012
897,2012-07-13,8,positive,No,0.0823051539225422,2012
898,2012-07-14,7,positive,No,0.559731232983275,2012
899,2012-07-15,8,negative,Yes,-0.05341711680112242,2012
900,2012-07-16,12,positive,No,0.5465202864430057,2012
901,2012-07-17,4,positive,No,0.4298677771666536,2012
902,2012-07-18,16,positive,Yes,0.009147611040776493,2012
903,2012-07-19,5,positive,No,0.006733222866611434,2012
904,2012-07-20,8,negative,No,-0.1781243579766537,2012
905,2012-07-21,10,positive,No,0.09845514273719563,2012
906,2012-07-22,9,positive,Yes,0.01358751402288535,2012
907,2012-07-23,8,negative,No,-0.017599845350860236,2012
908,2012-07-24,6,positive,No,0.07630844277673546,2012
909,2012-07-25,11,positive,No,0.15942295342272406,2012
910,2012-07-26,10,positive,Yes,0.19257864352038756,2012
911,2012-07-27,9,positive,Yes,0.09698632393807066,2012
912,2012-07-28,6,positive,No,0.06031329661683714,2012
913,2012-07-29,10,positive,No,0.09199841662543297,2012
914,2012-07-30,10,positive,No,0.3617503064142721,2012
915,2012-07-31,22,positive,Yes,0.0565900391870956,2012
916,2012-08-01,3,positive,No,0.43751991614255764,2012
917,2012-08-02,5,positive,No,0.2583960543957097,2012
918,2012-08-03,6,positive,Yes,0.5559374322481961,2012
919,2012-08-04,8,positive,Yes,0.035633588957055214,2012
920,2012-08-05,6,positive,Yes,0.031052525760241263,2012
921,2012-08-06,7,positive,Yes,0.05198975626832364,2012
922,2012-08-07,10,positive,Yes,0.32190028552887734,2012
923,2012-08-08,7,positive,No,0.07099760139338143,2012
924,2012-08-09,15,positive,Yes,0.16007545703547998,2012
925,2012-08-10,12,positive,No,0.10105016891891892,2012
926,2012-08-11,41,positive,Yes,0.10285145992050349,2012
927,2012-08-12,150,positive,Yes,0.05294055728438062,2012
928,2012-08-13,10,positive,No,0.012023851384167068,2012
929,2012-08-14,11,positive,Yes,0.07975374960778164,2012
930,2012-08-15,39,positive,Yes,0.20823040293040296,2012
931,2012-08-16,11,positive,Yes,0.07174226915786625,2012
932,2012-08-17,9,positive,No,0.003127221315932572,2012
933,2012-08-18,25,positive,Yes,0.10252098522167487,2012
934,2012-08-19,21,positive,Yes,0.043285745003176467,2012
935,2012-08-20,13,positive,No,0.0008446005953252336,2012
936,2012-08-21,12,positive,Yes,0.5377700453158236,2012
937,2012-08-22,16,positive,Yes,0.12160047779195174,2012
938,2012-08-23,17,negative,Yes,-0.03066649456705136,2012
939,2012-08-24,10,positive,Yes,0.19289051046248162,2012
940,2012-08-25,13,positive,No,0.4374820506117327,2012
941,2012-08-26,3,positive,No,0.039310681114551084,2012
942,2012-08-27,9,positive,No,0.034099523971438284,2012
943,2012-08-28,16,positive,Yes,0.2689723901470721,2012
944,2012-08-29,16,negative,Yes,-0.007040055527511364,2012
945,2012-08-30,12,negative,No,-0.05169900793650794,2012
946,2012-08-31,12,positive,Yes,0.34406037449118043,2012
947,2012-09-01,4,positive,No,0.30905845758354755,2012
948,2012-09-02,1,negative,No,0.0,2012
949,2012-09-03,4,positive,No,0.6503503056628056,2012
950,2012-09-04,3,positive,Yes,0.5883599977297236,2012
951,2012-09-05,4,positive,No,0.3435828705373242,2012
952,2012-09-06,4,positive,Yes,0.016938403041825093,2012
953,2012-09-07,10,negative,No,-0.39265117076936273,2012
954,2012-09-08,18,positive,Yes,0.21515949528757908,2012
955,2012-09-09,13,positive,Yes,0.2005804938863582,2012
956,2012-09-10,22,positive,Yes,0.05520666460149578,2012
957,2012-09-11,31,positive,No,0.4804891415068367,2012
958,2012-09-12,178,positive,Yes,0.08727893403936916,2012
959,2012-09-13,7,negative,Yes,-0.4678871578582467,2012
960,2012-09-14,11,positive,Yes,0.18158290381960424,2012
961,2012-09-15,19,positive,No,0.045071567505720826,2012
962,2012-09-16,14,positive,No,0.018722171363181234,2012
963,2012-09-17,2,negative,No,-0.48449137055837566,2012
964,2012-09-18,11,positive,Yes,0.16755948832588177,2012
965,2012-09-19,14,negative,No,-0.26119802267334563,2012
966,2012-09-20,13,positive,No,0.07923797432774289,2012
967,2012-09-21,12,positive,Yes,0.6681112152420187,2012
968,2012-09-22,10,positive,Yes,0.5597165367213954,2012
969,2012-09-23,10,positive,No,0.12316469812813076,2012
970,2012-09-24,5,positive,Yes,0.3670888426311407,2012
971,2012-09-25,7,negative,Yes,-0.2333799602689486,2012
972,2012-09-26,12,positive,No,0.42009140899508085,2012
973,2012-09-27,8,positive,Yes,0.014102337322363498,2012
974,2012-09-28,18,positive,Yes,0.00765801410304871,2012
975,2012-09-29,5,positive,No,0.08033980432543769,2012
976,2012-09-30,7,positive,No,0.010262576341786045,2012
977,2012-10-01,7,positive,No,0.3535659490679969,2012
978,2012-10-02,3,positive,No,0.43151313711414213,2012
979,2012-10-03,8,positive,Yes,0.2800826448679501,2012
980,2012-10-04,5,positive,No,0.20503530895334174,2012
981,2012-10-05,8,positive,Yes,0.12064410274331644,2012
982,2012-10-06,5,positive,No,0.03570420445177247,2012
983,2012-10-07,7,positive,No,0.4343626752432789,2012
984,2012-10-08,18,positive,No,0.2939419148211244,2012
985,2012-10-09,4,negative,Yes,-0.07962725037821483,2012
986,2012-10-10,15,positive,Yes,0.15593554336989032,2012
987,2012-10-11,130,positive,Yes,0.33213078823127506,2012
988,2012-10-12,175,positive,Yes,0.10337142567296367,2012
989,2012-10-13,7,positive,Yes,0.3686293202752551,2012
990,2012-10-14,6,negative,No,-0.03488221460068595,2012
991,2012-10-15,9,positive,Yes,0.040102808546137084,2012
992,2012-10-16,13,negative,Yes,-0.09501695819745036,2012
993,2012-10-17,10,positive,Yes,0.17096867803653362,2012
994,2012-10-18,11,positive,Yes,0.028657937056890886,2012
995,2012-10-19,18,positive,Yes,0.10191049052938318,2012
996,2012-10-20,10,positive,Yes,0.012335530795419382,2012
997,2012-10-21,7,positive,No,0.14259520340012144,2012
998,2012-10-22,11,positive,No,0.009858431018935979,2012
999,2012-10-23,15,positive,No,0.026413138500635324,2012
1000,2012-10-24,20,negative,Yes,-0.02055452748885587,2012
1001,2012-10-25,8,positive,No,0.03851378896882494,2012
1002,2012-10-26,13,positive,No,0.23442968836950476,2012
1003,2012-10-27,11,negative,No,-0.05431418194808287,2012
1004,2012-10-28,9,negative,Yes,-0.06679773112089402,2012
1005,2012-10-29,283,positive,Yes,0.25256391715338267,2012
1006,2012-10-30,283,positive,Yes,0.3066884639491305,2012
1007,2012-10-31,40,positive,Yes,0.21020946035346377,2012
1008,2012-11-01,6,negative,No,0.0,2012
1009,2012-11-02,3,negative,No,0.0,2012
1010,2012-11-03,22,positive,Yes,0.2318601674097142,2012
1011,2012-11-04,9,positive,No,0.0473597340425532,2012
1012,2012-11-05,8,negative,Yes,-0.00464361647756312,2012
1013,2012-11-06,7,positive,Yes,0.4348842187850258,2012
1014,2012-11-07,7,positive,No,0.11807802037845706,2012
1015,2012-11-08,16,positive,No,0.034170203685742,2012
1016,2012-11-09,11,positive,No,0.33392027937141433,2012
1017,2012-11-10,13,positive,Yes,0.3860167410492909,2012
1018,2012-11-11,29,positive,Yes,0.003862039470141119,2012
1019,2012-11-12,191,positive,Yes,0.1483642903021141,2012
1020,2012-11-13,29,positive,Yes,0.03777883874718408,2012
1021,2012-11-14,38,positive,Yes,0.13013260364608994,2012
1022,2012-11-15,39,positive,No,0.032014058008884246,2012
1023,2012-11-16,23,positive,Yes,0.17691579667644183,2012
1024,2012-11-17,64,positive,Yes,0.44676148971858115,2012
1025,2012-11-18,32,positive,Yes,0.09625932148539684,2012
1026,2012-11-19,79,positive,Yes,0.288715023166003,2012
1027,2012-11-20,41,positive,Yes,0.467385452341691,2012
1028,2012-11-21,42,positive,No,0.05350036774450039,2012
1029,2012-11-22,43,positive,Yes,0.29833333542674123,2012
1030,2012-11-23,32,positive,Yes,0.31295616995929715,2012
1031,2012-11-24,89,positive,Yes,0.02580923972967138,2012
1032,2012-11-25,66,positive,Yes,0.14408784406278433,2012
1033,2012-11-26,76,positive,Yes,0.3622526432699037,2012
1034,2012-11-27,65,positive,Yes,0.11407829935283834,2012
1035,2012-11-28,107,positive,Yes,0.014318379470301922,2012
1036,2012-11-29,82,positive,Yes,0.1401486696691495,2012
1037,2012-11-30,96,positive,Yes,0.13367932683242192,2012
1038,2012-12-01,5,positive,No,0.7297073290125512,2012
1039,2012-12-02,2,positive,No,0.5847804878048781,2012
1040,2012-12-03,8,positive,Yes,0.16271735719809965,2012
1041,2012-12-04,7,positive,Yes,0.4477181262729124,2012
1042,2012-12-05,5,positive,No,0.041193977659057794,2012
1043,2012-12-06,11,positive,No,0.154039456592336,2012
1044,2012-12-07,13,positive,No,0.003244808557602512,2012
1045,2012-12-08,11,positive,No,0.4116623412479294,2012
1046,2012-12-09,13,positive,No,0.17123099105737347,2012
1047,2012-12-10,10,positive,Yes,0.225094641782059,2012
1048,2012-12-11,25,positive,No,0.13419616239913593,2012
1049,2012-12-12,251,positive,Yes,0.2946667137801896,2012
1050,2012-12-13,241,positive,Yes,0.13124361382865604,2012
1051,2012-12-14,245,positive,Yes,0.13896272748699898,2012
1052,2012-12-15,161,positive,Yes,0.1585396377200445,2012
1053,2012-12-16,197,positive,Yes,0.43070022979241224,2012
1054,2012-12-17,287,positive,Yes,0.5574492808244547,2012
1055,2012-12-18,305,positive,Yes,0.21018198319663434,2012
1056,2012-12-19,399,positive,Yes,0.34918750993130937,2012
1057,2012-12-20,346,positive,Yes,0.24072860439901309,2012
1058,2012-12-21,443,positive,Yes,0.43552042864632085,2012
1059,2012-12-22,339,positive,Yes,0.34244303744685534,2012
1060,2012-12-23,306,positive,Yes,0.11865310120897664,2012
1061,2012-12-24,335,positive,Yes,0.14900057623974908,2012
1062,2012-12-25,347,positive,Yes,0.11479030831677794,2012
1063,2012-12-26,303,positive,Yes,0.3321043036010629,2012
1064,2012-12-27,338,positive,Yes,0.43277388832567576,2012
1065,2012-12-28,339,positive,Yes,0.48065830873492005,2012
1066,2012-12-29,370,positive,Yes,0.4081545458370573,2012
1067,2012-12-30,382,positive,Yes,0.35877120236721033,2012
1068,2013-01-01,3,negative,No,-0.3125271323529412,2013
1069,2013-01-02,8,positive,No,0.17847335261973638,2013
1070,2013-01-03,4,negative,No,-0.018522670250896052,2013
1071,2013-01-04,2,negative,No,0.0,2013
1072,2013-01-05,7,positive,No,0.4335954069050555,2013
1073,2013-01-06,7,negative,No,-0.02580189348089227,2013
1074,2013-01-07,5,positive,No,0.10709656050955414,2013
1075,2013-01-08,18,positive,Yes,0.01692197762658642,2013
1076,2013-01-09,27,positive,No,0.13429853190618238,2013
1077,2013-01-10,22,negative,Yes,-0.03400760647078244,2013
1078,2013-01-11,21,positive,Yes,0.21539837650710278,2013
1079,2013-01-12,55,positive,Yes,0.5427949125752158,2013
1080,2013-01-13,2,negative,No,0.0,2013
1081,2013-01-14,4,negative,No,-0.02955595026642984,2013
1082,2013-01-15,11,positive,Yes,0.2514061012982671,2013
1083,2013-01-16,8,negative,Yes,-0.016058151870463427,2013
1084,2013-01-17,4,negative,No,-0.020108886547242712,2013
1085,2013-01-18,6,positive,No,0.005898286878414668,2013
1086,2013-01-19,4,positive,No,0.27666463377260186,2013
1087,2013-01-20,4,positive,No,0.06733415841584157,2013
1088,2013-01-21,3,positive,No,0.6043341077085533,2013
1089,2013-01-22,5,positive,No,0.09575930485155686,2013
1090,2013-01-23,4,positive,No,0.3649282958199357,2013
1091,2013-01-24,3,positive,No,0.05825708376421924,2013
1092,2013-01-25,2,negative,No,0.0,2013
1093,2013-01-26,4,positive,No,0.043844070080862545,2013
1094,2013-01-27,5,positive,No,0.033616230366492146,2013
1095,2013-01-28,3,positive,No,0.4974186586414445,2013
1096,2013-01-29,2,positive,No,0.4549639784946236,2013
1097,2013-01-30,5,positive,No,0.41778372058751295,2013
1098,2013-01-31,4,positive,Yes,0.15890906474820143,2013
1099,2013-02-01,4,positive,Yes,0.046767084826762235,2013
1100,2013-02-02,5,positive,No,0.08645436241610739,2013
1101,2013-02-03,2,positive,No,0.4823783469150175,2013
1102,2013-02-04,2,positive,No,0.3715,2013
1103,2013-02-05,9,positive,Yes,0.009550449687863716,2013
1104,2013-02-06,6,positive,No,0.3553833960357123,2013
1105,2013-02-07,7,positive,Yes,0.09076471400939487,2013
1106,2013-02-08,13,positive,Yes,0.434114285485844,2013
1107,2013-02-09,31,positive,Yes,0.5164977124183007,2013
1108,2013-02-10,40,positive,Yes,0.020365838224886558,2013
1109,2013-02-11,40,positive,Yes,0.038807478575452956,2013
1110,2013-02-12,107,positive,Yes,0.3454068453579943,2013
1111,2013-02-13,6,positive,No,0.32073120689655177,2013
1112,2013-02-14,8,positive,No,0.02940226037817866,2013
1113,2013-02-15,3,positive,No,0.18956595744680851,2013
1114,2013-02-16,2,positive,No,0.27063739376770535,2013
1115,2013-02-17,1,negative,No,-0.25,2013
1116,2013-02-18,5,positive,Yes,0.14038334683059708,2013
1117,2013-02-19,2,positive,No,0.0030977626459143966,2013
1118,2013-02-20,2,positive,No,0.05439968886123211,2013
1119,2013-02-21,5,positive,No,0.4302308337558188,2013
1120,2013-02-22,4,positive,No,0.30019129746835443,2013
1121,2013-02-23,5,positive,No,0.5875304273014053,2013
1122,2013-02-24,5,positive,Yes,0.004091190373871938,2013
1123,2013-02-25,2,positive,No,0.0022700603086987636,2013
1124,2013-02-26,4,negative,No,0.0,2013
1125,2013-02-27,7,negative,No,0.0,2013
1126,2013-02-28,14,positive,No,0.029815240110277617,2013
1127,2013-03-01,2,positive,Yes,0.3598272091215341,2013
1128,2013-03-02,3,negative,No,0.0,2013
1129,2013-03-03,2,negative,No,0.0,2013
1130,2013-03-04,1,positive,No,0.4404,2013
1131,2013-03-05,14,positive,No,0.28920002057697847,2013
1132,2013-03-06,13,negative,Yes,-0.03940069799114739,2013
1133,2013-03-07,10,positive,Yes,0.19498554358753412,2013
1134,2013-03-08,6,positive,No,0.17125159100551549,2013
1135,2013-03-09,19,negative,Yes,-0.07336215621023784,2013
1136,2013-03-10,30,positive,Yes,0.31837440566752623,2013
1137,2013-03-11,22,positive,Yes,0.09089748637489678,2013
1138,2013-03-12,141,positive,Yes,0.4368354237866415,2013
1139,2013-03-13,4,positive,Yes,0.340090615892753,2013
1140,2013-03-14,2,negative,No,-0.5428997477931904,2013
1141,2013-03-15,6,negative,No,-0.06049593771157752,2013
1142,2013-03-16,5,positive,No,0.24106878322504427,2013
1143,2013-03-17,3,negative,No,-0.5721217839374556,2013
1144,2013-03-18,3,negative,No,0.0,2013
1145,2013-03-19,3,positive,No,0.32190276243093924,2013
1146,2013-03-20,6,negative,No,-0.038123448275862074,2013
1147,2013-03-21,2,negative,No,0.0,2013
1148,2013-03-22,3,positive,No,0.0012090702947845804,2013
1149,2013-03-23,3,negative,No,-0.05649134001823154,2013
1150,2013-03-24,4,positive,No,0.4392960784313726,2013
1151,2013-03-25,6,positive,No,0.30482054309327034,2013
1152,2013-03-26,2,negative,No,0.0,2013
1153,2013-03-27,5,positive,No,0.007598991935483908,2013
1154,2013-03-28,9,positive,No,0.5326825648414986,2013
1155,2013-03-29,32,positive,No,0.1350549356223176,2013
1156,2013-03-30,4,positive,No,0.013106163328197227,2013
1157,2013-03-31,4,positive,No,0.27249421831637377,2013
1158,2013-04-01,13,positive,Yes,8.511066015784658e-05,2013
1159,2013-04-02,11,positive,No,0.01863692878766037,2013
1160,2013-04-03,5,positive,No,0.024973581255374033,2013
1161,2013-04-04,4,positive,No,0.29515343035343033,2013
1162,2013-04-05,10,positive,Yes,0.30017721698113203,2013
1163,2013-04-06,10,positive,Yes,0.01588845342991513,2013
1164,2013-04-07,11,positive,Yes,0.3256704930076352,2013
1165,2013-04-08,9,positive,No,0.026800374449339207,2013
1166,2013-04-09,31,positive,Yes,0.20378881543617947,2013
1167,2013-04-10,38,positive,Yes,0.30890527812970625,2013
1168,2013-04-11,30,positive,Yes,0.2829949038950698,2013
1169,2013-04-12,126,positive,Yes,0.38599025506757767,2013
1170,2013-04-13,3,negative,No,-0.42230169491525416,2013
1171,2013-04-14,3,positive,No,0.08923847795163585,2013
1172,2013-04-15,3,positive,No,0.18013333333333334,2013
1173,2013-04-16,7,negative,No,-0.036114147286821704,2013
1174,2013-04-17,3,positive,Yes,0.044191095951094175,2013
1175,2013-04-18,3,negative,No,-0.14901196581196582,2013
1176,2013-04-19,2,positive,No,0.03323823975720789,2013
1177,2013-04-20,1,positive,No,0.5106,2013
1178,2013-04-21,1,positive,No,0.2732,2013
1179,2013-04-22,9,positive,Yes,0.4167736061699862,2013
1180,2013-04-23,3,positive,Yes,0.5532530751034891,2013
1181,2013-04-24,9,positive,Yes,0.01796987040653293,2013
1182,2013-04-25,8,positive,Yes,0.05733102420301467,2013
1183,2013-04-26,8,positive,No,0.584352285151979,2013
1184,2013-04-27,7,negative,No,-0.0504163666806195,2013
1185,2013-04-28,9,positive,No,0.06323872832369942,2013
1186,2013-04-29,12,positive,Yes,0.3493105662422108,2013
1187,2013-04-30,11,positive,No,0.05838347988045221,2013
1188,2013-05-01,6,negative,Yes,-0.0647809021675454,2013
1189,2013-05-02,6,positive,No,0.4165743153543464,2013
1190,2013-05-03,3,negative,No,0.0,2013
1191,2013-05-04,6,positive,Yes,0.002082360248447202,2013
1192,2013-05-05,13,positive,No,0.38794813596959477,2013
1193,2013-05-06,4,negative,No,0.0,2013
1194,2013-05-07,14,positive,Yes,0.09837054735013033,2013
1195,2013-05-08,14,positive,Yes,0.36546346501047156,2013
1196,2013-05-09,25,positive,No,0.19952831001076426,2013
1197,2013-05-10,27,positive,Yes,0.5192069258143991,2013
1198,2013-05-11,50,positive,Yes,0.4261632756431674,2013
1199,2013-05-12,136,negative,Yes,-0.2397210319809719,2013
1200,2013-05-13,19,positive,No,0.02882134968769802,2013
1201,2013-05-14,17,negative,Yes,-0.035178097807170204,2013
1202,2013-05-15,6,positive,No,0.039321266368307635,2013
1203,2013-05-16,15,positive,Yes,0.3984838497449131,2013
1204,2013-05-17,9,positive,Yes,0.12734385818718988,2013
1205,2013-05-18,7,positive,No,0.16992010710808178,2013
1206,2013-05-19,10,positive,No,0.06329227384297388,2013
1207,2013-05-20,10,positive,No,0.35708380952380947,2013
1208,2013-05-21,8,positive,No,0.04612206490692406,2013
1209,2013-05-22,10,positive,Yes,0.3335604027909927,2013
1210,2013-05-23,11,positive,No,0.12883855270485436,2013
1211,2013-05-24,15,positive,No,0.01855292613853808,2013
1212,2013-05-25,10,positive,Yes,0.20893196617538157,2013
1213,2013-05-26,9,positive,No,0.004660351360661379,2013
1214,2013-05-27,11,positive,Yes,0.004608293953129521,2013
1215,2013-05-28,10,positive,Yes,0.6402515987162725,2013
1216,2013-05-29,5,positive,No,0.02792216421452302,2013
1217,2013-05-30,9,positive,No,0.6323383376041,2013
1218,2013-05-31,5,positive,No,0.27764982973893304,2013
1219,2013-06-01,1,negative,No,0.0,2013
1220,2013-06-02,4,positive,No,0.04900593525179856,2013
1221,2013-06-03,7,positive,Yes,0.0279466426257328,2013
1222,2013-06-04,3,negative,No,0.0,2013
1223,2013-06-05,11,positive,Yes,0.28586130976295704,2013
1224,2013-06-06,5,positive,Yes,0.20201450238741694,2013
1225,2013-06-07,4,positive,Yes,0.37715058236272875,2013
1226,2013-06-08,10,positive,No,0.29453469960598344,2013
1227,2013-06-09,33,positive,Yes,0.005740276907791005,2013
1228,2013-06-10,27,positive,Yes,0.021187460117954172,2013
1229,2013-06-11,50,positive,Yes,0.346307018634428,2013
1230,2013-06-12,153,positive,Yes,0.21620918583688378,2013
1231,2013-06-13,20,positive,Yes,0.00022226788559926187,2013
1232,2013-06-14,8,positive,Yes,0.3969807711693548,2013
1233,2013-06-15,13,positive,Yes,0.5517592372263632,2013
1234,2013-06-16,15,positive,Yes,0.2423710728062894,2013
1235,2013-06-17,11,positive,Yes,0.5333839611577614,2013
1236,2013-06-18,12,positive,No,0.5302185439082061,2013
1237,2013-06-19,8,positive,No,0.11745087224669605,2013
1238,2013-06-20,13,positive,Yes,0.43496721670961025,2013
1239,2013-06-21,12,positive,Yes,0.3690077378361911,2013
1240,2013-06-22,20,positive,Yes,0.22123664854493125,2013
1241,2013-06-23,19,positive,Yes,0.06947772369031062,2013
1242,2013-06-24,10,negative,Yes,-0.015912170411741783,2013
1243,2013-06-25,10,positive,Yes,0.15061286502644286,2013
1244,2013-06-26,11,positive,Yes,0.4674806902765808,2013
1245,2013-06-27,9,positive,No,0.35761219512195125,2013
1246,2013-06-28,10,positive,Yes,0.19360524777933613,2013
1247,2013-06-29,8,positive,Yes,0.40681895777178795,2013
1248,2013-06-30,9,positive,Yes,0.27774298756492993,2013
1249,2013-07-01,4,negative,No,-0.11153990066225168,2013
1250,2013-07-02,4,positive,No,0.12446424489795915,2013
1251,2013-07-03,3,positive,No,0.37877671232876714,2013
1252,2013-07-04,4,positive,No,0.37949174876847286,2013
1253,2013-07-05,11,positive,Yes,0.17311653997091028,2013
1254,2013-07-06,9,positive,Yes,0.022859877492797807,2013
1255,2013-07-07,6,positive,No,0.00048097873579959217,2013
1256,2013-07-08,8,negative,Yes,-0.0073512099446524275,2013
1257,2013-07-09,25,positive,Yes,0.3430339889510118,2013
1258,2013-07-10,21,negative,No,-0.02044265845350089,2013
1259,2013-07-11,59,positive,Yes,0.09816081620245469,2013
1260,2013-07-12,137,positive,Yes,0.13287753077178976,2013
1261,2013-07-13,10,positive,Yes,0.07632762257263094,2013
1262,2013-07-14,11,positive,Yes,0.24029181261869598,2013
1263,2013-07-15,3,positive,No,0.21740950149376134,2013
1264,2013-07-16,11,positive,No,0.007081244881244881,2013
1265,2013-07-17,10,positive,Yes,0.36914054392849355,2013
1266,2013-07-18,12,positive,No,0.49222167013714374,2013
1267,2013-07-19,7,positive,Yes,0.5620729720092709,2013
1268,2013-07-20,10,positive,Yes,0.2557462993220928,2013
1269,2013-07-21,9,positive,Yes,0.01306111650485437,2013
1270,2013-07-22,7,positive,Yes,0.20031004237907352,2013
1271,2013-07-23,8,positive,Yes,0.3453480026631159,2013
1272,2013-07-24,6,positive,Yes,0.4594183421516755,2013
1273,2013-07-25,4,positive,No,0.38890399334442594,2013
1274,2013-07-26,11,positive,Yes,0.412072882603642,2013
1275,2013-07-27,16,negative,Yes,-0.0007346726248829979,2013
1276,2013-07-28,12,positive,No,0.33686177055843297,2013
1277,2013-07-29,8,negative,No,-0.06343122053764812,2013
1278,2013-07-30,14,positive,No,0.09554201376936315,2013
1279,2013-07-31,11,positive,Yes,0.07713588007594602,2013
1280,2013-08-01,4,positive,No,0.0028000000000000004,2013
1281,2013-08-02,9,negative,No,-0.06399303355079218,2013
1282,2013-08-03,4,positive,Yes,0.6783207637655417,2013
1283,2013-08-04,2,positive,No,0.6369,2013
1284,2013-08-05,13,positive,Yes,0.056911408403077186,2013
1285,2013-08-06,42,positive,No,0.07834378577719067,2013
1286,2013-08-07,10,positive,Yes,0.21233291734860882,2013
1287,2013-08-08,13,negative,No,-0.017093337624718364,2013
1288,2013-08-09,30,positive,Yes,0.06781462332488229,2013
1289,2013-08-10,34,negative,Yes,-0.006015211667527104,2013
1290,2013-08-11,45,positive,Yes,0.08584538382295478,2013
1291,2013-08-12,102,positive,Yes,0.05704132295929355,2013
1292,2013-08-13,9,negative,Yes,-0.10967789915966385,2013
1293,2013-08-14,19,positive,Yes,0.031111662100456624,2013
1294,2013-08-15,14,positive,Yes,0.3230057698947005,2013
1295,2013-08-16,13,positive,Yes,0.23970236662106706,2013
1296,2013-08-17,5,negative,No,-0.1023253319057816,2013
1297,2013-08-18,13,positive,Yes,0.2769813433428662,2013
1298,2013-08-19,11,negative,Yes,-0.19819151097736565,2013
1299,2013-08-20,8,positive,Yes,0.35361365103067127,2013
1300,2013-08-21,10,positive,No,0.4053578263043841,2013
1301,2013-08-22,12,positive,No,0.009767565649396737,2013
1302,2013-08-23,10,positive,Yes,0.00240243137158396,2013
1303,2013-08-24,3,positive,No,0.0334508398656215,2013
1304,2013-08-25,11,positive,Yes,0.3126604246610386,2013
1305,2013-08-26,8,positive,Yes,0.4461367824266129,2013
1306,2013-08-27,8,positive,Yes,0.14798994053518336,2013
1307,2013-08-28,6,negative,No,0.0,2013
1308,2013-08-29,23,positive,Yes,0.34529312281213537,2013
1309,2013-08-30,23,negative,Yes,-0.1074431740963609,2013
1310,2013-08-31,30,positive,Yes,0.05590376808484003,2013
1311,2013-09-01,6,positive,No,0.026458272287491365,2013
1312,2013-09-02,4,positive,No,0.4947835368832438,2013
1313,2013-09-03,2,positive,No,0.006520757780784844,2013
1314,2013-09-04,8,negative,Yes,-0.37737718846549945,2013
