,Date,Like Count,Retweet Count,Follower Count,Daily_Avg_Sentiment_Score,Tweet Volume,Polarity
93,2010-04-28,0.0,0.0,560.0,-0.11989999999999998,4,negative
94,2010-04-29,0.0,0.0,4670.0,0.6249,1,positive
95,2010-04-30,0.0,0.0,668.0,0.2639736526946108,3,positive
96,2010-05-01,0.0,0.0,91.0,0.0,1,negative
97,2010-05-02,0.0,0.0,176.0,0.6908,1,positive
98,2010-05-03,0.0,0.0,1820.0,0.376850989010989,10,positive
99,2010-05-04,0.0,0.0,1929.0,0.32951290824261276,9,positive
100,2010-05-05,0.0,0.0,1056.0,0.1255166666666667,6,positive
101,2010-05-06,0.0,0.0,736.0,0.4053369565217391,5,positive
102,2010-05-07,0.0,0.0,1640.0,0.049237073170731706,6,positive
103,2010-05-08,0.0,0.0,704.0,-0.090925,4,negative
104,2010-05-09,0.0,0.0,51351.0,0.5974706763256802,17,positive
105,2010-05-10,0.0,2.0,2492.0,0.254592937399679,13,positive
106,2010-05-11,0.0,0.0,528.0,-0.18076666666666666,3,negative
107,2010-05-12,0.0,0.0,1366.0,0.35889648609077596,9,positive
108,2010-05-13,0.0,0.0,352.0,0.70965,2,positive
109,2010-05-14,0.0,0.0,635.0,-0.3472050393700787,3,negative
110,2010-05-15,0.0,0.0,176.0,-0.296,1,negative
111,2010-05-16,0.0,0.0,482.0,0.0,1,negative
112,2010-05-17,0.0,0.0,1232.0,0.2176857142857143,7,positive
113,2010-05-18,0.0,0.0,553321.0,0.36005376915027626,10,positive
114,2010-05-19,0.0,0.0,1084.0,0.30848450184501847,5,positive
115,2010-05-20,0.0,0.0,176.0,0.7906,1,positive
116,2010-05-21,0.0,0.0,1693.0,0.46847725930301237,4,positive
117,2010-05-22,0.0,0.0,176.0,0.0,1,negative
118,2010-05-23,0.0,0.0,871.0,0.13548564867967852,4,positive
119,2010-05-24,0.0,0.0,2112.0,0.222575,12,positive
120,2010-05-25,0.0,0.0,367.0,0.0,1,negative
121,2010-05-26,0.0,0.0,880.0,0.1423,5,positive
122,2010-05-27,0.0,0.0,352.0,0.2202,2,positive
